                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.24024,                0.21371,                0.80344,                0.99913,                      1,                  0.995,                  0.995,                0.11472,                0.12665,                0.79194,              0.0084358,              0.0084358,              0.0084358
                    160,                0.25073,                0.21356,                0.81674,                0.99912,                      1,                  0.995,                  0.995,                0.11712,                0.12506,                0.79325,              0.0084259,              0.0084259,              0.0084259
                    161,                0.23179,                 0.2096,                0.81789,                0.99911,                      1,                  0.995,                  0.995,                0.11033,                0.12428,                0.79311,               0.008416,               0.008416,               0.008416
                    162,                0.24863,                0.21586,                0.81349,                0.99905,                      1,                  0.995,                  0.995,                 0.1264,                0.13318,                0.79425,              0.0084061,              0.0084061,              0.0084061
                    163,                0.23276,                0.20651,                0.79703,                0.99908,                      1,                  0.995,                0.99449,                0.12054,                0.12646,                0.79144,              0.0083962,              0.0083962,              0.0083962
                    164,                0.23492,                 0.2136,                0.80617,                 0.9991,                      1,                  0.995,                  0.995,                0.12666,                0.13797,                 0.7926,              0.0083863,              0.0083863,              0.0083863
                    165,                0.23731,                0.20683,                0.79818,                0.99907,                      1,                  0.995,                  0.995,                0.12992,                0.14697,                0.79365,              0.0083764,              0.0083764,              0.0083764
                    166,                0.23977,                0.20785,                0.78273,                0.99912,                      1,                  0.995,                  0.995,                0.11912,                0.12951,                0.79314,              0.0083665,              0.0083665,              0.0083665
                    167,                0.24772,                0.21754,                0.79567,                0.99911,                      1,                  0.995,                  0.995,                0.11266,                0.12863,                0.79224,              0.0083566,              0.0083566,              0.0083566
                    168,                 0.2374,                0.20859,                0.78767,                0.99911,                      1,                  0.995,                  0.995,                0.12664,                0.13267,                0.79293,              0.0083467,              0.0083467,              0.0083467
                    169,                0.24037,                0.21253,                0.80552,                0.99911,                      1,                  0.995,                  0.995,                0.12181,                0.12553,                0.79224,              0.0083368,              0.0083368,              0.0083368
                    170,                0.25844,                 0.2256,                 0.7879,                0.99912,                      1,                  0.995,                  0.995,                0.12086,                0.13377,                0.79101,              0.0083269,              0.0083269,              0.0083269
                    171,                0.23164,                0.20893,                0.80051,                0.99912,                      1,                  0.995,                  0.995,                0.12573,                0.13798,                0.79122,               0.008317,               0.008317,               0.008317
                    172,                  0.226,                 0.2119,                0.78648,                0.99914,                      1,                  0.995,                  0.995,                  0.123,                0.13145,                0.79212,              0.0083071,              0.0083071,              0.0083071
                    173,                0.22804,                0.20086,                0.81043,                0.99912,                      1,                  0.995,                  0.995,                0.11062,                0.12049,                0.79113,              0.0082972,              0.0082972,              0.0082972
                    174,                0.23925,                0.20069,                0.79736,                0.99911,                      1,                  0.995,                  0.995,                0.12397,                0.13122,                0.79205,              0.0082873,              0.0082873,              0.0082873
                    175,                0.22947,                0.20978,                0.81552,                0.99912,                      1,                  0.995,                  0.995,                0.10862,                0.12778,                0.79118,              0.0082774,              0.0082774,              0.0082774
                    176,                0.21628,                0.19699,                0.78487,                0.99912,                      1,                  0.995,                  0.995,                0.11692,                0.12791,                0.79193,              0.0082675,              0.0082675,              0.0082675
                    177,                0.22734,                0.20554,                0.81191,                0.99912,                      1,                  0.995,                  0.995,                0.12279,                0.12591,                0.79322,              0.0082576,              0.0082576,              0.0082576
                    178,                0.22668,                0.20045,                0.79695,                0.99912,                      1,                  0.995,                  0.995,                0.10933,                0.12675,                0.79184,              0.0082477,              0.0082477,              0.0082477
                    179,                0.21641,                0.19925,                0.78932,                0.99911,                      1,                  0.995,                  0.995,                0.11054,                0.12795,                0.79189,              0.0082378,              0.0082378,              0.0082378
                    180,                0.23358,                0.20667,                0.80544,                 0.9991,                      1,                  0.995,                  0.995,                 0.1134,                0.13409,                0.79205,              0.0082279,              0.0082279,              0.0082279
                    181,                0.23822,                0.20432,                0.79224,                0.99912,                      1,                  0.995,                  0.995,                0.11293,                0.12168,                0.79201,               0.008218,               0.008218,               0.008218
                    182,                0.22665,                0.19357,                0.81165,                0.99911,                      1,                  0.995,                  0.995,                0.10012,                0.11861,                0.79071,              0.0082081,              0.0082081,              0.0082081
                    183,                0.22938,                0.19677,                0.79895,                0.99912,                      1,                  0.995,                  0.995,                0.11222,                0.12168,                0.79116,              0.0081982,              0.0081982,              0.0081982
                    184,                0.23471,                0.19906,                0.80689,                0.99912,                      1,                  0.995,                  0.995,                0.11529,                0.12085,                0.79284,              0.0081883,              0.0081883,              0.0081883
                    185,                0.23449,                0.19332,                 0.7853,                0.99913,                      1,                  0.995,                  0.995,                0.12948,                0.13111,                0.79307,              0.0081784,              0.0081784,              0.0081784
                    186,                0.22374,                0.19769,                0.78442,                0.99912,                      1,                  0.995,                  0.995,                0.10621,                0.12752,                0.78959,              0.0081685,              0.0081685,              0.0081685
                    187,                0.22546,                0.20143,                0.79019,                0.99912,                      1,                  0.995,                  0.995,                0.11814,                0.13736,                0.78932,              0.0081586,              0.0081586,              0.0081586
                    188,                 0.2281,                0.19288,                0.79875,                0.99912,                      1,                  0.995,                  0.995,                0.12489,                0.13267,                0.79142,              0.0081487,              0.0081487,              0.0081487
                    189,                0.23101,                0.20087,                0.76873,                0.99909,                      1,                  0.995,                  0.995,                0.12323,                0.13212,                0.79207,              0.0081388,              0.0081388,              0.0081388
                    190,                0.22152,                0.18582,                0.82237,                0.99909,                      1,                  0.995,                  0.995,                0.11269,                0.12619,                0.79054,              0.0081289,              0.0081289,              0.0081289
                    191,                0.22075,                0.19031,                0.80428,                0.99912,                      1,                  0.995,                  0.995,                 0.1215,                0.12417,                0.79067,               0.008119,               0.008119,               0.008119
                    192,                0.23455,                0.19791,                0.79772,                 0.9991,                      1,                  0.995,                  0.995,                0.12697,                  0.139,                0.78977,              0.0081091,              0.0081091,              0.0081091
                    193,                0.23382,                 0.1975,                0.79467,                0.99912,                      1,                  0.995,                  0.995,                  0.119,                0.12715,                0.79061,              0.0080992,              0.0080992,              0.0080992
                    194,                0.21977,                0.19495,                0.80788,                0.99911,                      1,                  0.995,                  0.995,                 0.1226,                0.13231,                 0.7906,              0.0080893,              0.0080893,              0.0080893
                    195,                0.22315,                0.19417,                0.80649,                0.99912,                      1,                  0.995,                  0.995,                0.11283,                0.13334,                0.79019,              0.0080794,              0.0080794,              0.0080794
                    196,                 0.2272,                0.19944,                0.78153,                0.99911,                      1,                  0.995,                  0.995,                0.11517,                0.12556,                0.79004,              0.0080695,              0.0080695,              0.0080695
                    197,                0.22955,                0.19402,                0.79837,                0.99912,                      1,                  0.995,                  0.995,                0.10745,                0.12277,                0.78961,              0.0080596,              0.0080596,              0.0080596
                    198,                0.22566,                  0.185,                0.82436,                0.99911,                      1,                  0.995,                  0.995,                0.10566,                0.11817,                0.78777,              0.0080497,              0.0080497,              0.0080497
                    199,                0.23294,                0.20607,                0.81997,                0.99912,                      1,                  0.995,                  0.995,                0.10337,                 0.1126,                 0.7887,              0.0080398,              0.0080398,              0.0080398
                    200,                0.21185,                 0.1814,                0.78509,                0.99913,                      1,                  0.995,                  0.995,                0.09935,                0.10874,                0.78715,              0.0080299,              0.0080299,              0.0080299
                    201,                0.21551,                0.18328,                0.80652,                0.99911,                      1,                  0.995,                  0.995,                0.10473,                0.11001,                0.78855,                0.00802,                0.00802,                0.00802
                    202,                0.22312,                0.19762,                0.77723,                0.99912,                      1,                  0.995,                  0.995,                0.10611,                   0.12,                 0.7885,              0.0080101,              0.0080101,              0.0080101
                    203,                 0.2194,                0.19846,                0.80971,                0.99913,                      1,                  0.995,                  0.995,                0.10425,                0.11666,                0.78697,              0.0080002,              0.0080002,              0.0080002
                    204,                0.23259,                0.20208,                 0.7953,                0.99913,                      1,                  0.995,                  0.995,                0.10557,                0.12439,                0.78769,              0.0079903,              0.0079903,              0.0079903
                    205,                0.22247,                0.18776,                0.80284,                0.99913,                      1,                  0.995,                  0.995,                0.10813,                0.11146,                0.78891,              0.0079804,              0.0079804,              0.0079804
                    206,                0.21463,                0.18504,                0.82443,                0.99912,                      1,                  0.995,                  0.995,                0.10898,                0.10873,                0.78995,              0.0079705,              0.0079705,              0.0079705
                    207,                0.22325,                0.19918,                  0.799,                 0.9991,                      1,                  0.995,                  0.995,                0.10674,                 0.1133,                0.78877,              0.0079606,              0.0079606,              0.0079606
                    208,                0.22186,                0.19551,                0.78665,                0.99912,                      1,                  0.995,                  0.995,                0.10515,                 0.1092,                0.78911,              0.0079507,              0.0079507,              0.0079507
                    209,                  0.223,                0.19491,                0.79965,                0.99913,                      1,                  0.995,                  0.995,                0.10557,                  0.107,                0.78894,              0.0079408,              0.0079408,              0.0079408
                    210,                0.20367,                0.17968,                0.77991,                0.99913,                      1,                  0.995,                  0.995,                0.11065,                0.11447,                 0.7894,              0.0079309,              0.0079309,              0.0079309
                    211,                0.21866,                 0.1922,                0.79495,                0.99912,                      1,                  0.995,                  0.995,                  0.109,                0.11193,                0.79043,               0.007921,               0.007921,               0.007921
                    212,                0.21175,                0.19001,                0.80115,                0.99913,                      1,                  0.995,                  0.995,                0.11623,                0.11496,                0.79052,              0.0079111,              0.0079111,              0.0079111
                    213,                0.22767,                0.19519,                0.79779,                0.99912,                      1,                  0.995,                  0.995,                0.10908,                0.11004,                0.79003,              0.0079012,              0.0079012,              0.0079012
                    214,                0.22405,                0.18789,                0.79712,                0.99913,                      1,                  0.995,                  0.995,                0.10937,                 0.1094,                0.79016,              0.0078913,              0.0078913,              0.0078913
                    215,                0.22076,                0.19594,                0.81104,                0.99913,                      1,                  0.995,                  0.995,                0.11472,                0.11659,                0.78961,              0.0078814,              0.0078814,              0.0078814
                    216,                0.22607,                0.19455,                 0.8003,                0.99913,                      1,                  0.995,                  0.995,                0.10715,                0.11642,                0.79022,              0.0078715,              0.0078715,              0.0078715
                    217,                0.21797,                0.18746,                0.77176,                0.99913,                      1,                  0.995,                  0.995,                0.10364,                0.10822,                0.78992,              0.0078616,              0.0078616,              0.0078616
                    218,                0.21441,                0.19242,                0.79055,                0.99911,                      1,                  0.995,                  0.995,                0.10471,                0.10866,                0.78944,              0.0078517,              0.0078517,              0.0078517
                    219,                0.20955,                0.18917,                0.78686,                0.99911,                      1,                  0.995,                  0.995,                0.11235,                0.11881,                0.79074,              0.0078418,              0.0078418,              0.0078418
                    220,                0.21085,                0.18797,                0.81069,                0.99912,                      1,                  0.995,                  0.995,                0.10597,                 0.1127,                 0.7912,              0.0078319,              0.0078319,              0.0078319
                    221,                0.21897,                0.18983,                0.79241,                0.99913,                      1,                  0.995,                  0.995,                0.11072,                0.11115,                0.78914,               0.007822,               0.007822,               0.007822
                    222,                0.22668,                0.19511,                0.80575,                      1,                      1,                  0.995,                  0.995,                0.10007,                0.11217,                 0.7878,              0.0078121,              0.0078121,              0.0078121
                    223,                 0.2065,                0.18359,                0.78314,                0.99914,                      1,                  0.995,                  0.995,                0.10626,                0.10729,                0.78736,              0.0078022,              0.0078022,              0.0078022
                    224,                0.21542,                 0.1817,                0.79052,                0.99912,                      1,                  0.995,                  0.995,                0.11115,                0.11313,                0.78713,              0.0077923,              0.0077923,              0.0077923
                    225,                0.22245,                0.18619,                0.78366,                0.99912,                      1,                  0.995,                  0.995,                 0.1038,                 0.1138,                0.78823,              0.0077824,              0.0077824,              0.0077824
                    226,                0.21022,                0.18853,                0.78073,                0.99914,                      1,                  0.995,                  0.995,                 0.1015,                0.10518,                0.78842,              0.0077725,              0.0077725,              0.0077725
                    227,                0.22236,                0.18593,                0.80705,                0.99913,                      1,                  0.995,                  0.995,                0.09099,                0.10259,                0.78763,              0.0077626,              0.0077626,              0.0077626
                    228,                0.20472,                0.18413,                0.78377,                0.99912,                      1,                  0.995,                  0.995,                0.10325,                0.11323,                0.78946,              0.0077527,              0.0077527,              0.0077527
                    229,                0.21488,                0.19057,                0.77555,                0.99913,                      1,                  0.995,                  0.995,                 0.1062,                0.10728,                0.79047,              0.0077428,              0.0077428,              0.0077428
                    230,                0.20353,                0.17816,                0.76973,                0.99913,                      1,                  0.995,                  0.995,                0.10492,                0.10966,                0.78874,              0.0077329,              0.0077329,              0.0077329
                    231,                0.21563,                0.18439,                0.78213,                0.99913,                      1,                  0.995,                  0.995,                0.10055,                0.10302,                0.78869,               0.007723,               0.007723,               0.007723
                    232,                0.23522,                0.18983,                0.85474,                0.99913,                      1,                  0.995,                  0.995,                0.10344,                0.11646,                0.78851,              0.0077131,              0.0077131,              0.0077131
                    233,                0.20824,                0.18831,                0.80437,                      1,                      1,                  0.995,                  0.995,                0.10588,                 0.1084,                0.78789,              0.0077032,              0.0077032,              0.0077032
                    234,                0.21538,                0.18928,                0.77066,                0.99912,                      1,                  0.995,                  0.995,                0.10975,                0.11787,                0.78818,              0.0076933,              0.0076933,              0.0076933
                    235,                0.21115,                0.18447,                0.78016,                0.99912,                      1,                  0.995,                  0.995,                0.09902,                0.10331,                0.78752,              0.0076834,              0.0076834,              0.0076834
                    236,                0.21427,                0.18331,                0.80022,                0.99912,                      1,                  0.995,                  0.995,                0.10142,                0.10674,                0.78835,              0.0076735,              0.0076735,              0.0076735
                    237,                0.22061,                0.18954,                0.80337,                0.99911,                      1,                  0.995,                  0.995,                0.11088,                0.11239,                0.78767,              0.0076636,              0.0076636,              0.0076636
                    238,                0.21754,                0.18262,                0.79252,                      1,                      1,                  0.995,                  0.995,                0.11446,                0.10868,                0.78952,              0.0076537,              0.0076537,              0.0076537
                    239,                 0.2191,                0.19398,                0.78879,                0.99911,                      1,                  0.995,                  0.995,                0.11888,                0.11337,                0.78996,              0.0076438,              0.0076438,              0.0076438
                    240,                 0.2045,                0.18708,                0.79432,                0.99912,                      1,                  0.995,                  0.995,                0.11177,                0.11648,                 0.7892,              0.0076339,              0.0076339,              0.0076339
                    241,                0.20965,                 0.1861,                 0.7821,                0.99912,                      1,                  0.995,                  0.995,                0.11084,                0.10951,                0.79044,               0.007624,               0.007624,               0.007624
                    242,                0.19957,                0.17553,                 0.7844,                0.99914,                      1,                  0.995,                  0.995,                0.10256,                0.10706,                0.78958,              0.0076141,              0.0076141,              0.0076141
                    243,                0.21233,                0.18352,                0.79792,                0.99911,                      1,                  0.995,                  0.995,                0.10364,                0.11273,                0.78945,              0.0076042,              0.0076042,              0.0076042
                    244,                0.20586,                0.18417,                0.79657,                0.99912,                      1,                  0.995,                  0.995,                0.09675,                0.10925,                 0.7881,              0.0075943,              0.0075943,              0.0075943
                    245,                0.30324,                0.27817,                0.84361,                0.99913,                      1,                  0.995,                  0.995,                0.09927,                0.10829,                  0.789,              0.0075844,              0.0075844,              0.0075844
                    246,                0.20736,                0.18566,                0.79374,                0.99912,                      1,                  0.995,                  0.995,                0.10826,                0.11009,                0.79046,              0.0075745,              0.0075745,              0.0075745
                    247,                0.19154,                 0.1702,                0.78912,                0.99914,                      1,                  0.995,                  0.995,                0.10421,                0.10771,                0.79029,              0.0075646,              0.0075646,              0.0075646
                    248,                0.21006,                 0.1827,                0.77895,                0.99912,                      1,                  0.995,                  0.995,                0.10319,                0.11381,                0.79037,              0.0075547,              0.0075547,              0.0075547
                    249,                0.21071,                0.18489,                0.80794,                0.99911,                      1,                  0.995,                  0.995,                0.10434,                0.11525,                0.78928,              0.0075448,              0.0075448,              0.0075448
                    250,                0.20179,                 0.1844,                0.80611,                0.99912,                      1,                  0.995,                  0.995,                0.10775,                0.11227,                0.79083,              0.0075349,              0.0075349,              0.0075349
                    251,                0.21118,                0.19349,                0.78313,                0.99909,                      1,                  0.995,                  0.995,                0.11352,                0.12809,                0.79205,               0.007525,               0.007525,               0.007525
                    252,                0.19884,                0.18337,                0.79987,                0.99912,                      1,                  0.995,                  0.995,                0.10259,                0.11897,                0.79176,              0.0075151,              0.0075151,              0.0075151
                    253,                0.20535,                0.18491,                0.78444,                0.99913,                      1,                  0.995,                  0.995,                0.09906,                0.10976,                0.79045,              0.0075052,              0.0075052,              0.0075052
                    254,                0.21994,                0.18815,                0.80662,                0.99907,                      1,                  0.995,                  0.995,                0.10513,                0.11726,                0.79049,              0.0074953,              0.0074953,              0.0074953
                    255,                0.20365,                0.18551,                0.80282,                0.99903,                      1,                  0.995,                  0.995,                0.11332,                0.13357,                0.79188,              0.0074854,              0.0074854,              0.0074854
                    256,                0.20345,                0.18794,                0.81556,                0.99912,                      1,                  0.995,                  0.995,                0.10762,                0.10884,                0.79009,              0.0074755,              0.0074755,              0.0074755
                    257,                0.19746,                0.17741,                0.78218,                0.99891,                      1,                  0.995,                  0.995,                0.10285,                0.10823,                0.78813,              0.0074656,              0.0074656,              0.0074656
                    258,                0.20065,                0.18375,                 0.7848,                0.99912,                      1,                  0.995,                  0.995,                0.09283,                0.10429,                0.78698,              0.0074557,              0.0074557,              0.0074557
                    259,                0.20552,                0.18349,                0.79056,                0.99912,                      1,                  0.995,                  0.995,                0.09963,                0.10522,                0.78636,              0.0074458,              0.0074458,              0.0074458
                    260,                0.21196,                0.19179,                0.79608,                0.99912,                      1,                  0.995,                  0.995,                0.09703,                0.09995,                0.78707,              0.0074359,              0.0074359,              0.0074359
                    261,                0.20844,                0.18645,                0.81069,                0.99911,                      1,                  0.995,                  0.995,                0.09341,                0.10287,                0.78807,               0.007426,               0.007426,               0.007426
                    262,                0.20672,                0.17432,                0.79442,                0.99912,                      1,                  0.995,                  0.995,                0.09635,                0.10365,                0.78749,              0.0074161,              0.0074161,              0.0074161
                    263,                0.19898,                0.17638,                0.77148,                 0.9991,                      1,                  0.995,                  0.995,                0.10412,                0.10291,                0.78675,              0.0074062,              0.0074062,              0.0074062
                    264,                0.20405,                 0.1837,                 0.7862,                0.99908,                      1,                  0.995,                  0.995,                0.09893,                0.10739,                0.78531,              0.0073963,              0.0073963,              0.0073963
                    265,                 0.1997,                0.17269,                0.77961,                0.99911,                      1,                  0.995,                  0.995,                 0.1002,                0.10424,                0.78637,              0.0073864,              0.0073864,              0.0073864
                    266,                0.20322,                0.18243,                0.79506,                0.99905,                      1,                  0.995,                  0.995,                0.11179,                0.11122,                0.78787,              0.0073765,              0.0073765,              0.0073765
                    267,                0.20926,                0.18793,                0.79727,                0.99908,                      1,                  0.995,                  0.995,                0.10882,                0.10782,                0.78834,              0.0073666,              0.0073666,              0.0073666
                    268,                0.19893,                0.17657,                0.77325,                0.99912,                      1,                  0.995,                  0.995,                0.10978,                0.10852,                0.78849,              0.0073567,              0.0073567,              0.0073567
                    269,                0.21668,                0.19934,                0.77535,                0.99913,                      1,                  0.995,                  0.995,                0.10013,                0.10945,                0.78882,              0.0073468,              0.0073468,              0.0073468
                    270,                0.20214,                 0.1853,                0.80026,                0.99914,                      1,                  0.995,                  0.995,                0.11039,                0.10229,                0.78973,              0.0073369,              0.0073369,              0.0073369
                    271,                0.20212,                 0.1726,                0.79431,                0.99914,                      1,                  0.995,                  0.995,                0.11515,                0.10876,                0.78919,               0.007327,               0.007327,               0.007327
                    272,                0.19483,                0.18137,                0.80693,                0.99913,                      1,                  0.995,                  0.995,                0.11187,                0.11184,                0.78957,              0.0073171,              0.0073171,              0.0073171
                    273,                0.20367,                0.18179,                0.78163,                      1,                      1,                  0.995,                  0.995,                0.10471,                0.11448,                0.78962,              0.0073072,              0.0073072,              0.0073072
                    274,                0.19997,                0.18769,                0.79545,                      1,                      1,                  0.995,                  0.995,                0.10662,                0.10805,                0.78903,              0.0072973,              0.0072973,              0.0072973
                    275,                0.18528,                0.16477,                0.80455,                      1,                      1,                  0.995,                  0.995,                0.09844,                0.10189,                0.78853,              0.0072874,              0.0072874,              0.0072874
                    276,                0.21202,                0.17971,                0.80419,                      1,                      1,                  0.995,                  0.995,                0.10411,                0.11705,                0.78884,              0.0072775,              0.0072775,              0.0072775
                    277,                0.19552,                0.18075,                0.78318,                0.99911,                      1,                  0.995,                  0.995,                0.09552,                0.10878,                0.78787,              0.0072676,              0.0072676,              0.0072676
                    278,                0.20555,                0.17894,                0.80399,                0.99912,                      1,                  0.995,                  0.995,                0.09099,                0.10278,                0.78744,              0.0072577,              0.0072577,              0.0072577
                    279,                0.18913,                0.17308,                0.80331,                0.99912,                      1,                  0.995,                  0.995,                0.08805,                0.10115,                 0.7868,              0.0072478,              0.0072478,              0.0072478
                    280,                0.18721,                0.17524,                0.81127,                0.99912,                      1,                  0.995,                  0.995,                0.09211,                0.10517,                0.78635,              0.0072379,              0.0072379,              0.0072379
                    281,                0.19786,                0.17637,                0.79148,                0.99912,                      1,                  0.995,                  0.995,                0.10896,                 0.1172,                0.78874,               0.007228,               0.007228,               0.007228
                    282,                0.19735,                0.17104,                0.80139,                0.99913,                      1,                  0.995,                  0.995,                0.10638,                 0.1154,                0.78673,              0.0072181,              0.0072181,              0.0072181
                    283,                0.19247,                0.17251,                0.77941,                0.99912,                      1,                  0.995,                  0.995,                 0.1082,                0.11629,                0.78868,              0.0072082,              0.0072082,              0.0072082
                    284,                0.19453,                0.17665,                 0.7965,                0.99912,                      1,                  0.995,                  0.995,                0.10084,                0.10919,                0.78851,              0.0071983,              0.0071983,              0.0071983
                    285,                0.19078,                0.17826,                0.78575,                0.99913,                      1,                  0.995,                  0.995,                0.11175,                0.12274,                0.78851,              0.0071884,              0.0071884,              0.0071884
                    286,                0.20081,                0.17209,                0.78416,                0.99913,                      1,                  0.995,                  0.995,                0.09833,                 0.1108,                0.78849,              0.0071785,              0.0071785,              0.0071785
                    287,                 0.2012,                0.17837,                0.78769,                0.99913,                      1,                  0.995,                  0.995,                0.10056,                0.11098,                0.78771,              0.0071686,              0.0071686,              0.0071686
                    288,                0.22229,                0.18693,                0.80196,                0.99914,                      1,                  0.995,                  0.995,                0.09679,                0.10296,                0.78733,              0.0071587,              0.0071587,              0.0071587
                    289,                0.19766,                0.17631,                 0.7893,                0.99912,                      1,                  0.995,                  0.995,                0.08509,                0.10236,                0.78708,              0.0071488,              0.0071488,              0.0071488
                    290,                0.19511,                0.17456,                0.80952,                0.99912,                      1,                  0.995,                  0.995,                0.09106,                0.09976,                 0.7876,              0.0071389,              0.0071389,              0.0071389
                    291,                0.18638,                0.17807,                0.77307,                0.99912,                      1,                  0.995,                  0.995,                0.09835,                0.10172,                0.78749,               0.007129,               0.007129,               0.007129
                    292,                0.19043,                 0.1784,                0.78749,                      1,                      1,                  0.995,                  0.995,                0.09274,                0.09662,                 0.7869,              0.0071191,              0.0071191,              0.0071191
                    293,                0.18793,                0.17146,                0.77432,                      1,                      1,                  0.995,                  0.995,                0.09436,                 0.1014,                0.78685,              0.0071092,              0.0071092,              0.0071092
                    294,                0.19435,                0.17229,                 0.7796,                0.99912,                      1,                  0.995,                  0.995,                0.09797,                 0.1011,                0.78685,              0.0070993,              0.0070993,              0.0070993
                    295,                 0.1838,                0.17346,                0.80617,                0.99913,                      1,                  0.995,                  0.995,                0.11489,                0.11042,                0.78839,              0.0070894,              0.0070894,              0.0070894
                    296,                0.19201,                0.17017,                0.78606,                0.99913,                      1,                  0.995,                  0.995,                0.10061,                0.09903,                0.78788,              0.0070795,              0.0070795,              0.0070795
                    297,                0.20049,                0.17172,                0.79568,                0.99914,                      1,                  0.995,                  0.995,                0.10203,                0.10379,                0.78781,              0.0070696,              0.0070696,              0.0070696
                    298,                0.19724,                0.17539,                0.80884,                0.99913,                      1,                  0.995,                  0.995,                0.11738,                0.11358,                0.79106,              0.0070597,              0.0070597,              0.0070597
                    299,                0.18769,                0.17371,                0.78176,                0.99915,                      1,                  0.995,                  0.995,                0.10529,                0.10774,                 0.7892,              0.0070498,              0.0070498,              0.0070498
                    300,                0.18769,                0.16908,                0.78721,                      1,                      1,                  0.995,                  0.995,                0.09725,                0.10838,                0.78903,              0.0070399,              0.0070399,              0.0070399
                    301,                 0.1921,                0.17603,                0.79825,                0.99915,                      1,                  0.995,                  0.995,                0.09256,                0.10276,                 0.7888,                0.00703,                0.00703,                0.00703
                    302,                0.18587,                0.17252,                0.79384,                0.99914,                      1,                  0.995,                  0.995,                0.09249,                 0.0979,                0.78736,              0.0070201,              0.0070201,              0.0070201
                    303,                0.19423,                0.17153,                0.80235,                0.99914,                      1,                  0.995,                  0.995,                0.10155,                0.10365,                0.78749,              0.0070102,              0.0070102,              0.0070102
                    304,                0.19277,                0.17572,                0.80248,                0.99915,                      1,                  0.995,                  0.995,                0.09528,                0.09399,                0.78759,              0.0070003,              0.0070003,              0.0070003
                    305,                0.19617,                0.16893,                 0.8015,                0.99914,                      1,                  0.995,                  0.995,                0.09795,                0.10041,                0.78713,              0.0069904,              0.0069904,              0.0069904
                    306,                0.19404,                0.16966,                0.80257,                0.99913,                      1,                  0.995,                  0.995,                0.09153,                0.10179,                0.78664,              0.0069805,              0.0069805,              0.0069805
                    307,                 0.1897,                0.17183,                0.79017,                0.99912,                      1,                  0.995,                  0.995,                0.09628,                0.10683,                0.78672,              0.0069706,              0.0069706,              0.0069706
                    308,                0.18921,                0.17116,                0.78556,                0.99912,                      1,                  0.995,                  0.995,                0.09256,                0.10276,                0.78689,              0.0069607,              0.0069607,              0.0069607
                    309,                0.19773,                0.17229,                0.78845,                      1,                      1,                  0.995,                  0.995,                0.08948,                0.10394,                0.78704,              0.0069508,              0.0069508,              0.0069508
                    310,                0.18868,                0.16867,                0.78586,                0.99913,                      1,                  0.995,                  0.995,                0.08715,                0.10144,                0.78853,              0.0069409,              0.0069409,              0.0069409
                    311,                 0.1857,                0.16888,                0.77708,                      1,                      1,                  0.995,                  0.995,                0.08835,                0.09917,                0.78865,               0.006931,               0.006931,               0.006931
                    312,                 0.1961,                0.16769,                0.78517,                0.99913,                      1,                  0.995,                  0.995,                0.08773,                0.09632,                0.78766,              0.0069211,              0.0069211,              0.0069211
                    313,                0.18939,                0.17234,                0.79344,                0.99913,                      1,                  0.995,                  0.995,                0.08798,                0.09816,                0.78757,              0.0069112,              0.0069112,              0.0069112
                    314,                0.19438,                0.17491,                0.80256,                0.99914,                      1,                  0.995,                  0.995,                0.09729,                0.10306,                0.78714,              0.0069013,              0.0069013,              0.0069013
                    315,                0.19079,                0.17481,                0.79657,                0.99914,                      1,                  0.995,                  0.995,                0.09472,                0.10247,                0.78724,              0.0068914,              0.0068914,              0.0068914
                    316,                0.19513,                0.17878,                0.78402,                0.99911,                      1,                  0.995,                  0.995,                0.09031,                0.09581,                0.78696,              0.0068815,              0.0068815,              0.0068815
                    317,                0.17837,                0.16393,                0.80161,                0.99911,                      1,                  0.995,                  0.995,                0.09333,                0.10899,                0.78826,              0.0068716,              0.0068716,              0.0068716
                    318,                0.20312,                0.17871,                0.80221,                0.99908,                      1,                  0.995,                  0.995,                0.08812,                0.10757,                0.78819,              0.0068617,              0.0068617,              0.0068617
                    319,                0.18035,                0.16986,                 0.7919,                0.99904,                      1,                  0.995,                  0.995,                0.09066,                0.10579,                0.78942,              0.0068518,              0.0068518,              0.0068518
                    320,                0.18279,                0.16599,                0.79365,                0.99901,                      1,                  0.995,                  0.995,                0.08854,                0.10223,                0.78863,              0.0068419,              0.0068419,              0.0068419
                    321,                0.18858,                0.17791,                0.79497,                0.99885,                      1,                  0.995,                  0.995,                0.08331,                0.10668,                0.78754,               0.006832,               0.006832,               0.006832
                    322,                0.17983,                0.16914,                0.79013,                0.99904,                      1,                  0.995,                  0.995,                0.08397,                0.10403,                0.78725,              0.0068221,              0.0068221,              0.0068221
                    323,                0.18083,                0.16497,                 0.7874,                0.99912,                      1,                  0.995,                  0.995,                0.09112,                 0.0999,                0.78852,              0.0068122,              0.0068122,              0.0068122
                    324,                0.18072,                 0.1608,                0.79674,                0.99911,                      1,                  0.995,                  0.995,                 0.0928,                0.09933,                0.78725,              0.0068023,              0.0068023,              0.0068023
