                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    325,                 0.1866,                0.16503,                 0.7932,                0.99914,                      1,                  0.995,                  0.995,                0.09343,                0.10503,                0.78654,              0.0067924,              0.0067924,              0.0067924
                    326,                0.18959,                0.16776,                0.79027,                0.99914,                      1,                  0.995,                  0.995,                0.08814,                0.09924,                0.78622,              0.0067825,              0.0067825,              0.0067825
                    327,                0.19275,                0.17379,                0.79221,                0.99912,                      1,                  0.995,                  0.995,                0.09269,                0.10421,                0.78701,              0.0067726,              0.0067726,              0.0067726
                    328,                0.20012,                0.18629,                0.78723,                0.99913,                      1,                  0.995,                  0.995,                 0.0938,                0.09916,                0.78729,              0.0067627,              0.0067627,              0.0067627
                    329,                 0.1874,                0.16088,                0.79471,                      1,                      1,                  0.995,                  0.995,                0.09388,                0.09636,                0.78645,              0.0067528,              0.0067528,              0.0067528
                    330,                0.18835,                 0.1702,                0.79398,                0.99913,                      1,                  0.995,                  0.995,                0.09312,                0.10101,                0.78619,              0.0067429,              0.0067429,              0.0067429
                    331,                0.18579,                0.16703,                0.80629,                0.99913,                      1,                  0.995,                  0.995,                0.08828,                0.10199,                0.78606,               0.006733,               0.006733,               0.006733
                    332,                0.18111,                0.16144,                0.78515,                0.99915,                      1,                  0.995,                  0.995,                0.08184,                0.09371,                 0.7855,              0.0067231,              0.0067231,              0.0067231
                    333,                 0.1862,                0.16477,                0.77777,                0.99914,                      1,                  0.995,                  0.995,                0.08776,                  0.096,                0.78624,              0.0067132,              0.0067132,              0.0067132
                    334,                0.17919,                0.16389,                0.78742,                0.99913,                      1,                  0.995,                  0.995,                 0.0896,                0.10045,                0.78727,              0.0067033,              0.0067033,              0.0067033
                    335,                0.18528,                0.17278,                0.76746,                0.99914,                      1,                  0.995,                  0.995,                0.09406,                0.09917,                0.78646,              0.0066934,              0.0066934,              0.0066934
                    336,                0.17458,                0.16054,                0.79395,                0.99913,                      1,                  0.995,                  0.995,                0.08685,                0.09913,                0.78633,              0.0066835,              0.0066835,              0.0066835
                    337,                0.18403,                0.16551,                  0.794,                0.99913,                      1,                  0.995,                  0.995,                 0.0933,                0.09778,                0.78785,              0.0066736,              0.0066736,              0.0066736
                    338,                0.17923,                0.16569,                0.77874,                0.99916,                      1,                  0.995,                  0.995,                0.08393,                0.09281,                0.78621,              0.0066637,              0.0066637,              0.0066637
                    339,                0.19145,                0.17334,                0.79943,                0.99915,                      1,                  0.995,                  0.995,                0.08609,                0.09768,                0.78629,              0.0066538,              0.0066538,              0.0066538
                    340,                0.19752,                0.17251,                0.79282,                      1,                      1,                  0.995,                  0.995,                0.08482,                0.08961,                0.78623,              0.0066439,              0.0066439,              0.0066439
                    341,                0.17743,                 0.1691,                0.77276,                      1,                      1,                  0.995,                  0.995,                0.08873,                0.09667,                0.78579,               0.006634,               0.006634,               0.006634
                    342,                0.17823,                0.16477,                0.77883,                      1,                      1,                  0.995,                  0.995,                0.08245,                0.09266,                0.78585,              0.0066241,              0.0066241,              0.0066241
                    343,                0.18418,                0.16306,                0.79436,                      1,                      1,                  0.995,                  0.995,                0.08735,                0.09088,                0.78712,              0.0066142,              0.0066142,              0.0066142
                    344,                0.17572,                0.15683,                0.79804,                0.99914,                      1,                  0.995,                  0.995,                0.08415,                0.09447,                0.78644,              0.0066043,              0.0066043,              0.0066043
                    345,                0.17192,                0.15653,                0.79938,                      1,                      1,                  0.995,                  0.995,                0.08474,                0.09596,                0.78654,              0.0065944,              0.0065944,              0.0065944
                    346,                0.18404,                0.17162,                0.77994,                      1,                      1,                  0.995,                  0.995,                0.08601,                0.09513,                0.78665,              0.0065845,              0.0065845,              0.0065845
                    347,                0.17857,                0.16859,                0.79497,                0.99913,                      1,                  0.995,                  0.995,                0.08481,                0.09809,                0.78618,              0.0065746,              0.0065746,              0.0065746
                    348,                0.17768,                0.16548,                0.77151,                0.99913,                      1,                  0.995,                  0.995,                0.08283,                 0.0954,                0.78537,              0.0065647,              0.0065647,              0.0065647
                    349,                0.19579,                0.16874,                0.76703,                0.99914,                      1,                  0.995,                  0.995,                0.09536,                0.09827,                0.78651,              0.0065548,              0.0065548,              0.0065548
                    350,                0.17781,                 0.1637,                0.77523,                      1,                      1,                  0.995,                  0.995,                0.09244,                0.09702,                 0.7869,              0.0065449,              0.0065449,              0.0065449
                    351,                0.17609,                0.16839,                0.76859,                0.99913,                      1,                  0.995,                  0.995,                 0.0831,                0.09788,                0.78631,               0.006535,               0.006535,               0.006535
                    352,                0.16829,                 0.1518,                0.79523,                0.99914,                      1,                  0.995,                  0.995,                0.08453,                0.09214,                0.78587,              0.0065251,              0.0065251,              0.0065251
                    353,                0.18262,                0.16575,                0.79234,                0.99913,                      1,                  0.995,                  0.995,                0.07944,                0.09729,                0.78536,              0.0065152,              0.0065152,              0.0065152
                    354,                0.17313,                0.15901,                0.79647,                0.99914,                      1,                  0.995,                  0.995,                0.08796,                0.10811,                0.78598,              0.0065053,              0.0065053,              0.0065053
                    355,                0.17675,                 0.1627,                 0.8049,                0.99913,                      1,                  0.995,                  0.995,                0.08654,                  0.099,                0.78598,              0.0064954,              0.0064954,              0.0064954
                    356,                0.18354,                0.16331,                0.77548,                      1,                      1,                  0.995,                  0.995,                0.08483,                 0.0996,                0.78591,              0.0064855,              0.0064855,              0.0064855
                    357,                0.18559,                0.16567,                0.76365,                      1,                      1,                  0.995,                  0.995,                0.08525,                0.10176,                0.78501,              0.0064756,              0.0064756,              0.0064756
                    358,                0.18256,                  0.165,                0.76316,                0.99912,                      1,                  0.995,                  0.995,                0.08441,                0.10198,                0.78554,              0.0064657,              0.0064657,              0.0064657
                    359,                0.17558,                0.16321,                0.80597,                0.99913,                      1,                  0.995,                  0.995,                0.08095,                0.09908,                0.78654,              0.0064558,              0.0064558,              0.0064558
                    360,                0.17176,                0.15844,                0.80099,                0.99912,                      1,                  0.995,                  0.995,                0.08493,                0.10119,                0.78551,              0.0064459,              0.0064459,              0.0064459
                    361,                 0.1836,                0.16891,                0.80883,                0.99913,                      1,                  0.995,                  0.995,                0.08746,                0.09927,                0.78567,               0.006436,               0.006436,               0.006436
                    362,                0.17925,                0.15677,                0.77365,                0.99913,                      1,                  0.995,                  0.995,                0.08393,                0.09505,                0.78559,              0.0064261,              0.0064261,              0.0064261
                    363,                0.18525,                0.16722,                0.78521,                0.99914,                      1,                  0.995,                  0.995,                0.08774,                0.09656,                0.78597,              0.0064162,              0.0064162,              0.0064162
                    364,                0.17132,                0.16338,                0.80598,                0.99914,                      1,                  0.995,                  0.995,                0.09211,                0.09468,                 0.7866,              0.0064063,              0.0064063,              0.0064063
                    365,                0.17721,                0.15451,                 0.8045,                0.99913,                      1,                  0.995,                  0.995,                0.07845,                0.09059,                0.78573,              0.0063964,              0.0063964,              0.0063964
                    366,                0.18529,                0.16337,                0.78724,                0.99913,                      1,                  0.995,                  0.995,                 0.0804,                0.09141,                 0.7858,              0.0063865,              0.0063865,              0.0063865
                    367,                0.17269,                0.15539,                0.77337,                0.99914,                      1,                  0.995,                  0.995,                0.07782,                0.08799,                 0.7858,              0.0063766,              0.0063766,              0.0063766
                    368,                0.17507,                0.15531,                0.75499,                0.99914,                      1,                  0.995,                  0.995,                0.08279,                0.09354,                0.78572,              0.0063667,              0.0063667,              0.0063667
                    369,                0.17666,                 0.1558,                0.79227,                0.99915,                      1,                  0.995,                  0.995,                 0.0817,                0.09929,                0.78574,              0.0063568,              0.0063568,              0.0063568
                    370,                0.18013,                0.16296,                0.78218,                0.99913,                      1,                  0.995,                  0.995,                0.09034,                0.09877,                0.78637,              0.0063469,              0.0063469,              0.0063469
                    371,                0.17547,                0.16166,                0.80071,                0.99915,                      1,                  0.995,                  0.995,                0.08399,                 0.0982,                0.78593,               0.006337,               0.006337,               0.006337
                    372,                0.17032,                0.15408,                0.79862,                0.99914,                      1,                  0.995,                  0.995,                  0.087,                0.09367,                0.78592,              0.0063271,              0.0063271,              0.0063271
                    373,                0.17584,                0.16015,                0.78463,                0.99913,                      1,                  0.995,                  0.995,                0.07571,                 0.0935,                0.78481,              0.0063172,              0.0063172,              0.0063172
                    374,                0.16168,                0.14957,                0.79303,                0.99913,                      1,                  0.995,                  0.995,                0.07785,                0.09035,                0.78455,              0.0063073,              0.0063073,              0.0063073
                    375,                0.18104,                0.16349,                0.80084,                      1,                      1,                  0.995,                  0.995,                0.07583,                0.09772,                0.78469,              0.0062974,              0.0062974,              0.0062974
                    376,                0.16513,                0.14883,                0.77311,                      1,                      1,                  0.995,                  0.995,                0.08186,                0.08877,                0.78572,              0.0062875,              0.0062875,              0.0062875
                    377,                0.16838,                0.15212,                0.77727,                0.99913,                      1,                  0.995,                  0.995,                 0.0788,                0.08796,                0.78518,              0.0062776,              0.0062776,              0.0062776
                    378,                0.16863,                0.15696,                0.79396,                0.99915,                      1,                  0.995,                  0.995,                0.08248,                0.08958,                0.78572,              0.0062677,              0.0062677,              0.0062677
                    379,                0.16801,                0.15391,                0.80714,                0.99914,                      1,                  0.995,                  0.995,                 0.0776,                0.08693,                0.78606,              0.0062578,              0.0062578,              0.0062578
                    380,                0.17809,                0.16025,                0.79258,                0.99913,                      1,                  0.995,                  0.995,                0.07701,                0.09159,                0.78662,              0.0062479,              0.0062479,              0.0062479
                    381,                0.16526,                0.15537,                0.80131,                0.99913,                      1,                  0.995,                  0.995,                0.08234,                0.09348,                0.78652,               0.006238,               0.006238,               0.006238
                    382,                0.16686,                0.15533,                0.78194,                0.99913,                      1,                  0.995,                  0.995,                0.08293,                0.09484,                0.78616,              0.0062281,              0.0062281,              0.0062281
                    383,                0.16796,                0.15115,                0.76737,                0.99914,                      1,                  0.995,                  0.995,                0.08065,                0.08703,                0.78604,              0.0062182,              0.0062182,              0.0062182
                    384,                0.18192,                0.16049,                0.79647,                0.99914,                      1,                  0.995,                  0.995,                0.08294,                0.08842,                0.78616,              0.0062083,              0.0062083,              0.0062083
                    385,                 0.1845,                0.15689,                0.79746,                0.99913,                      1,                  0.995,                  0.995,                0.07141,                0.08242,                0.78571,              0.0061984,              0.0061984,              0.0061984
                    386,                0.17479,                0.15893,                0.78437,                0.99913,                      1,                  0.995,                  0.995,                 0.0753,                0.08898,                0.78679,              0.0061885,              0.0061885,              0.0061885
                    387,                0.17484,                0.15094,                0.77682,                0.99912,                      1,                  0.995,                  0.995,                0.07239,                 0.0815,                0.78576,              0.0061786,              0.0061786,              0.0061786
                    388,                0.17791,                0.15545,                0.77917,                0.99904,                      1,                  0.995,                  0.995,                0.07836,                0.08866,                0.78544,              0.0061687,              0.0061687,              0.0061687
                    389,                0.16552,                0.15207,                0.79787,                0.99899,                      1,                  0.995,                  0.995,                0.07816,                0.08354,                0.78533,              0.0061588,              0.0061588,              0.0061588
                    390,                0.17112,                0.15725,                0.78141,                0.99912,                      1,                  0.995,                  0.995,                 0.0786,                0.09364,                0.78575,              0.0061489,              0.0061489,              0.0061489
                    391,                 0.1731,                0.15384,                0.78938,                0.99914,                      1,                  0.995,                  0.995,                0.08011,                0.09389,                 0.7864,               0.006139,               0.006139,               0.006139
                    392,                 0.1621,                0.14624,                0.76082,                0.99914,                      1,                  0.995,                  0.995,                0.08074,                0.08579,                 0.7862,              0.0061291,              0.0061291,              0.0061291
                    393,                0.16558,                0.14672,                0.76507,                0.99913,                      1,                  0.995,                  0.995,                0.08419,                0.08584,                0.78602,              0.0061192,              0.0061192,              0.0061192
                    394,                0.17484,                0.15587,                0.79735,                0.99912,                      1,                  0.995,                  0.995,                0.09078,                0.09257,                0.78524,              0.0061093,              0.0061093,              0.0061093
                    395,                0.17274,                0.15686,                0.79509,                0.99912,                      1,                  0.995,                  0.995,                0.08482,                0.08745,                0.78554,              0.0060994,              0.0060994,              0.0060994
                    396,                0.17759,                0.15328,                0.78784,                0.99912,                      1,                  0.995,                  0.995,                0.08022,                0.07874,                0.78591,              0.0060895,              0.0060895,              0.0060895
                    397,                0.18145,                0.15631,                0.77317,                0.99913,                      1,                  0.995,                  0.995,                0.08063,                 0.0804,                0.78517,              0.0060796,              0.0060796,              0.0060796
                    398,                 0.1773,                 0.1523,                0.79216,                0.99911,                      1,                  0.995,                  0.995,                0.08705,                 0.0809,                0.78502,              0.0060697,              0.0060697,              0.0060697
                    399,                0.16736,                0.15107,                 0.7681,                0.99914,                      1,                  0.995,                  0.995,                0.08616,                 0.0808,                0.78457,              0.0060598,              0.0060598,              0.0060598
                    400,                0.17641,                0.15735,                0.79579,                0.99914,                      1,                  0.995,                  0.995,                0.07583,                 0.0821,                0.78396,              0.0060499,              0.0060499,              0.0060499
                    401,                0.16711,                0.15772,                0.79219,                0.99913,                      1,                  0.995,                  0.995,                0.07984,                0.08348,                0.78408,                0.00604,                0.00604,                0.00604
                    402,                0.16222,                0.14577,                0.79277,                0.99913,                      1,                  0.995,                  0.995,                0.07992,                0.08816,                0.78479,              0.0060301,              0.0060301,              0.0060301
                    403,                0.16597,                0.14993,                0.79276,                0.99913,                      1,                  0.995,                  0.995,                0.07973,                0.08944,                0.78565,              0.0060202,              0.0060202,              0.0060202
                    404,                 0.1681,                 0.1562,                0.78039,                0.99913,                      1,                  0.995,                  0.995,                0.08227,                0.09299,                0.78586,              0.0060103,              0.0060103,              0.0060103
                    405,                0.16536,                0.15019,                0.77856,                0.99915,                      1,                  0.995,                  0.995,                0.07736,                0.09111,                0.78552,              0.0060004,              0.0060004,              0.0060004
                    406,                0.17579,                0.15629,                0.80213,                0.99914,                      1,                  0.995,                  0.995,                0.08148,                0.09201,                0.78522,              0.0059905,              0.0059905,              0.0059905
                    407,                0.16356,                0.14776,                0.78704,                0.99913,                      1,                  0.995,                  0.995,                0.08235,                0.08769,                0.78509,              0.0059806,              0.0059806,              0.0059806
                    408,                0.17203,                0.15585,                 0.7879,                0.99913,                      1,                  0.995,                  0.995,                0.08029,                0.08586,                0.78532,              0.0059707,              0.0059707,              0.0059707
                    409,                0.16833,                0.14569,                0.77961,                0.99912,                      1,                  0.995,                  0.995,                 0.0864,                0.08426,                0.78568,              0.0059608,              0.0059608,              0.0059608
                    410,                0.16366,                0.14807,                0.77233,                0.99913,                      1,                  0.995,                  0.995,                0.08153,                0.08081,                0.78501,              0.0059509,              0.0059509,              0.0059509
                    411,                0.17134,                0.15268,                0.79407,                0.99912,                      1,                  0.995,                  0.995,                0.07907,                 0.0806,                0.78504,               0.005941,               0.005941,               0.005941
                    412,                0.17058,                 0.1552,                0.77402,                0.99913,                      1,                  0.995,                  0.995,                0.08603,                0.09055,                0.78491,              0.0059311,              0.0059311,              0.0059311
                    413,                 0.1656,                0.15101,                0.77479,                0.99912,                      1,                  0.995,                  0.995,                0.08355,                0.08963,                0.78431,              0.0059212,              0.0059212,              0.0059212
                    414,                0.16863,                0.14691,                0.79809,                0.99912,                      1,                  0.995,                  0.995,                0.07874,                0.08405,                0.78405,              0.0059113,              0.0059113,              0.0059113
                    415,                0.16317,                0.14356,                0.77436,                0.99914,                      1,                  0.995,                  0.995,                0.08016,                 0.0857,                0.78458,              0.0059014,              0.0059014,              0.0059014
                    416,                0.17374,                0.16147,                0.78889,                0.99911,                      1,                  0.995,                  0.995,                 0.0852,                0.08296,                0.78557,              0.0058915,              0.0058915,              0.0058915
                    417,                0.16702,                0.14438,                0.77538,                0.99902,                      1,                  0.995,                  0.995,                0.08708,                0.08702,                0.78549,              0.0058816,              0.0058816,              0.0058816
                    418,                0.17591,                0.15211,                0.76886,                0.99905,                      1,                  0.995,                  0.995,                0.08414,                0.08302,                0.78532,              0.0058717,              0.0058717,              0.0058717
                    419,                0.16584,                0.14963,                0.77128,                 0.9991,                      1,                  0.995,                  0.995,                0.08115,                0.08296,                0.78517,              0.0058618,              0.0058618,              0.0058618
                    420,                0.17057,                0.15223,                0.75689,                0.99911,                      1,                  0.995,                  0.995,                0.08685,                0.08868,                0.78536,              0.0058519,              0.0058519,              0.0058519
                    421,                 0.1694,                0.16249,                0.79124,                0.99913,                      1,                  0.995,                  0.995,                0.08229,                0.09183,                0.78515,               0.005842,               0.005842,               0.005842
                    422,                0.16443,                0.14882,                0.80406,                0.99914,                      1,                  0.995,                  0.995,                0.08035,                0.08319,                0.78542,              0.0058321,              0.0058321,              0.0058321
                    423,                0.15902,                 0.1455,                0.78731,                0.99914,                      1,                  0.995,                  0.995,                0.07976,                0.08608,                0.78471,              0.0058222,              0.0058222,              0.0058222
                    424,                0.16589,                0.14715,                0.77568,                0.99915,                      1,                  0.995,                  0.995,                0.07944,                0.08832,                0.78438,              0.0058123,              0.0058123,              0.0058123
                    425,                0.16578,                0.15443,                0.80088,                0.99915,                      1,                  0.995,                  0.995,                0.08679,                0.08811,                0.78525,              0.0058024,              0.0058024,              0.0058024
                    426,                0.16869,                0.15481,                0.79564,                0.99914,                      1,                  0.995,                  0.995,                0.07988,                0.08654,                0.78496,              0.0057925,              0.0057925,              0.0057925
                    427,                0.16117,                0.14933,                0.79474,                0.99914,                      1,                  0.995,                  0.995,                  0.083,                0.08139,                0.78471,              0.0057826,              0.0057826,              0.0057826
                    428,                 0.1718,                0.15285,                0.77055,                0.99913,                      1,                  0.995,                  0.995,                0.08061,                0.08143,                0.78457,              0.0057727,              0.0057727,              0.0057727
                    429,                0.15981,                0.14675,                0.77873,                0.99914,                      1,                  0.995,                  0.995,                0.07669,                0.07782,                0.78408,              0.0057628,              0.0057628,              0.0057628
                    430,                0.16717,                0.15386,                0.79452,                0.99913,                      1,                  0.995,                  0.995,                0.08165,                0.08681,                0.78466,              0.0057529,              0.0057529,              0.0057529
                    431,                 0.1628,                0.14953,                0.75145,                0.99914,                      1,                  0.995,                  0.995,                0.08196,                0.08801,                0.78383,               0.005743,               0.005743,               0.005743
                    432,                0.17115,                0.15176,                0.79155,                0.99913,                      1,                  0.995,                  0.995,                0.07667,                0.08377,                0.78402,              0.0057331,              0.0057331,              0.0057331
                    433,                0.16289,                0.14846,                0.79787,                0.99914,                      1,                  0.995,                  0.995,                0.07973,                0.08592,                0.78443,              0.0057232,              0.0057232,              0.0057232
                    434,                0.15623,                0.15194,                0.79528,                0.99904,                      1,                  0.995,                  0.995,                0.07867,                0.08878,                0.78418,              0.0057133,              0.0057133,              0.0057133
                    435,                0.16552,                0.14855,                0.81111,                0.99868,                      1,                  0.995,                  0.995,                0.07034,                 0.0821,                0.78403,              0.0057034,              0.0057034,              0.0057034
                    436,                0.15497,                0.14724,                0.78245,                 0.9984,                      1,                  0.995,                  0.995,                0.07403,                0.08473,                0.78422,              0.0056935,              0.0056935,              0.0056935
                    437,                0.17735,                 0.1627,                0.77275,                0.99901,                      1,                  0.995,                  0.995,                0.07399,                0.08276,                0.78447,              0.0056836,              0.0056836,              0.0056836
                    438,                0.16276,                0.14827,                0.77719,                0.99915,                      1,                  0.995,                  0.995,                0.07523,                0.08503,                0.78439,              0.0056737,              0.0056737,              0.0056737
                    439,                0.17038,                 0.1489,                0.79159,                0.99915,                      1,                  0.995,                  0.995,                0.07485,                0.08379,                0.78436,              0.0056638,              0.0056638,              0.0056638
                    440,                0.15834,                0.14577,                0.79173,                0.99915,                      1,                  0.995,                  0.995,                0.07674,                0.08813,                0.78423,              0.0056539,              0.0056539,              0.0056539
                    441,                0.16575,                0.15042,                0.79147,                      1,                      1,                  0.995,                  0.995,                0.07799,                0.09424,                0.78501,               0.005644,               0.005644,               0.005644
                    442,                0.16849,                0.15579,                0.79457,                      1,                      1,                  0.995,                  0.995,                0.08111,                0.09392,                0.78532,              0.0056341,              0.0056341,              0.0056341
                    443,                0.16217,                0.14737,                0.81449,                0.99914,                      1,                  0.995,                  0.995,                0.08197,                0.08957,                0.78575,              0.0056242,              0.0056242,              0.0056242
                    444,                0.15872,                0.14515,                0.77458,                0.99915,                      1,                  0.995,                  0.995,                0.07772,                0.08589,                0.78499,              0.0056143,              0.0056143,              0.0056143
                    445,                0.14985,                0.14195,                0.77286,                0.99913,                      1,                  0.995,                  0.995,                0.07848,                0.09081,                0.78564,              0.0056044,              0.0056044,              0.0056044
                    446,                0.16738,                0.14625,                0.80836,                0.99909,                      1,                  0.995,                  0.995,                0.08212,                0.09281,                0.78553,              0.0055945,              0.0055945,              0.0055945
                    447,                0.15548,                0.14153,                0.77595,                0.99872,                      1,                  0.995,                  0.995,                0.08459,                0.09418,                0.78593,              0.0055846,              0.0055846,              0.0055846
                    448,                0.14838,                0.14134,                0.78749,                0.99888,                      1,                  0.995,                  0.995,                0.07708,                0.08571,                0.78526,              0.0055747,              0.0055747,              0.0055747
                    449,                0.16189,                0.14563,                0.79581,                0.99897,                      1,                  0.995,                  0.995,                0.07548,                0.08358,                0.78489,              0.0055648,              0.0055648,              0.0055648
                    450,                0.16259,                0.14612,                0.79132,                0.99893,                      1,                  0.995,                  0.995,                0.07701,                0.08667,                0.78501,              0.0055549,              0.0055549,              0.0055549
                    451,                 0.1554,                0.14134,                0.79552,                0.99901,                      1,                  0.995,                  0.995,                0.08197,                0.08835,                0.78489,               0.005545,               0.005545,               0.005545
                    452,                0.15621,                0.14597,                0.79388,                0.99913,                      1,                  0.995,                  0.995,                0.08284,                0.08616,                0.78578,              0.0055351,              0.0055351,              0.0055351
                    453,                0.19116,                0.17418,                0.79448,                0.99915,                      1,                  0.995,                  0.995,                0.08453,                0.08911,                0.78594,              0.0055252,              0.0055252,              0.0055252
                    454,                0.16391,                0.14239,                 0.7818,                      1,                      1,                  0.995,                  0.995,                0.07922,                0.07943,                 0.7847,              0.0055153,              0.0055153,              0.0055153
                    455,                0.16019,                0.14447,                0.78309,                      1,                      1,                  0.995,                  0.995,                0.07473,                0.07898,                0.78478,              0.0055054,              0.0055054,              0.0055054
                    456,                  0.155,                0.13801,                0.78618,                0.99914,                      1,                  0.995,                  0.995,                0.07157,                 0.0779,                0.78464,              0.0054955,              0.0054955,              0.0054955
                    457,                0.15544,                 0.1407,                 0.7854,                      1,                      1,                  0.995,                  0.995,                0.08033,                0.07992,                0.78542,              0.0054856,              0.0054856,              0.0054856
                    458,                0.16198,                0.14665,                0.76799,                      1,                      1,                  0.995,                  0.995,                0.07646,                0.08042,                0.78575,              0.0054757,              0.0054757,              0.0054757
                    459,                0.15513,                0.14123,                0.78401,                0.99914,                      1,                  0.995,                  0.995,                0.07946,                0.08447,                 0.7867,              0.0054658,              0.0054658,              0.0054658
                    460,                0.15437,                0.14098,                0.77895,                      1,                      1,                  0.995,                  0.995,                0.08304,                0.08685,                0.78604,              0.0054559,              0.0054559,              0.0054559
                    461,                0.16317,                0.14449,                0.78815,                      1,                      1,                  0.995,                  0.995,                 0.0759,                0.09038,                0.78465,               0.005446,               0.005446,               0.005446
                    462,                0.16061,                0.15103,                0.78419,                      1,                      1,                  0.995,                  0.995,                0.07571,                0.08547,                0.78478,              0.0054361,              0.0054361,              0.0054361
                    463,                0.15701,                0.14582,                0.79518,                      1,                      1,                  0.995,                  0.995,                0.08138,                0.08717,                0.78611,              0.0054262,              0.0054262,              0.0054262
                    464,                0.17233,                0.15146,                 0.7878,                0.99915,                      1,                  0.995,                  0.995,                0.08038,                0.08761,                0.78526,              0.0054163,              0.0054163,              0.0054163
                    465,                0.15663,                0.14373,                0.79505,                0.99914,                      1,                  0.995,                  0.995,                0.07563,                 0.0834,                0.78539,              0.0054064,              0.0054064,              0.0054064
                    466,                0.17586,                0.15387,                0.75735,                0.99914,                      1,                  0.995,                  0.995,                0.08115,                0.08618,                0.78567,              0.0053965,              0.0053965,              0.0053965
                    467,                0.16251,                0.14577,                0.80461,                      1,                      1,                  0.995,                  0.995,                0.08053,                0.08533,                0.78529,              0.0053866,              0.0053866,              0.0053866
                    468,                0.15442,                0.13936,                0.78772,                      1,                      1,                  0.995,                  0.995,                0.07823,                0.08751,                 0.7851,              0.0053767,              0.0053767,              0.0053767
                    469,                 0.1699,                0.14753,                0.78811,                      1,                      1,                  0.995,                  0.995,                0.08133,                0.08601,                0.78645,              0.0053668,              0.0053668,              0.0053668
                    470,                0.15654,                0.14149,                0.78032,                      1,                      1,                  0.995,                  0.995,                0.07794,                0.07966,                0.78535,              0.0053569,              0.0053569,              0.0053569
                    471,                0.15279,                 0.1422,                0.75494,                      1,                      1,                  0.995,                  0.995,                0.07349,                 0.0739,                0.78433,               0.005347,               0.005347,               0.005347
                    472,                0.16551,                0.14741,                0.78391,                      1,                      1,                  0.995,                  0.995,                 0.0739,                 0.0762,                0.78529,              0.0053371,              0.0053371,              0.0053371
                    473,                0.15237,                0.13768,                0.77042,                      1,                      1,                  0.995,                  0.995,                0.08475,                0.08239,                0.78534,              0.0053272,              0.0053272,              0.0053272
                    474,                0.16069,                0.14605,                0.78646,                      1,                      1,                  0.995,                  0.995,                0.07686,                0.07649,                0.78433,              0.0053173,              0.0053173,              0.0053173
                    475,                0.16016,                0.14241,                0.77922,                      1,                      1,                  0.995,                  0.995,                0.07427,                0.07918,                0.78507,              0.0053074,              0.0053074,              0.0053074
                    476,                0.14901,                0.13675,                 0.7816,                      1,                      1,                  0.995,                  0.995,                0.07205,                0.07526,                0.78494,              0.0052975,              0.0052975,              0.0052975
                    477,                0.15004,                 0.1407,                0.78022,                      1,                      1,                  0.995,                  0.995,                0.06693,                0.07794,                0.78425,              0.0052876,              0.0052876,              0.0052876
                    478,                0.15356,                0.14345,                0.77804,                      1,                      1,                  0.995,                  0.995,                0.06875,                0.07366,                0.78454,              0.0052777,              0.0052777,              0.0052777
