epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
195,13546.8,0.03205,0.0371,0.753,0.99996,1,0.995,0.995,0.02629,0.02888,0.74941,0.00284906,0.00284906,0.00284906
196,13616.9,0.03275,0.03779,0.75158,0.99996,1,0.995,0.995,0.02606,0.02832,0.7494,0.00280275,0.00280275,0.00280275
197,13686.9,0.03172,0.03699,0.75232,0.99996,1,0.995,0.995,0.026,0.02838,0.74941,0.00275668,0.00275668,0.00275668
198,13757.3,0.03128,0.03663,0.75082,0.99996,1,0.995,0.995,0.02597,0.02812,0.74939,0.00271087,0.00271087,0.00271087
199,13827.4,0.03152,0.03674,0.75158,0.99996,1,0.995,0.995,0.02592,0.02801,0.74936,0.00266532,0.00266532,0.00266532
200,13897.1,0.03231,0.03689,0.75368,1,1,0.995,0.995,0.02614,0.02795,0.74934,0.00262003,0.00262003,0.00262003
201,13967.5,0.03328,0.03788,0.75556,1,1,0.995,0.995,0.02604,0.02777,0.74933,0.002575,0.002575,0.002575
202,14037.1,0.031,0.03567,0.75327,1,1,0.995,0.995,0.02608,0.02819,0.74934,0.00253024,0.00253024,0.00253024
203,14107.3,0.03046,0.03513,0.75065,1,1,0.995,0.995,0.02603,0.02808,0.74932,0.00248577,0.00248577,0.00248577
204,14177.3,0.0311,0.03642,0.75538,1,1,0.995,0.995,0.02599,0.02802,0.7493,0.00244157,0.00244157,0.00244157
205,14247.4,0.03115,0.03688,0.75212,1,1,0.995,0.995,0.02589,0.02802,0.74928,0.00239766,0.00239766,0.00239766
206,14318.5,0.03105,0.03622,0.75603,1,1,0.995,0.995,0.0257,0.02769,0.74927,0.00235404,0.00235404,0.00235404
207,14389.3,0.02984,0.0351,0.75027,1,1,0.995,0.995,0.02573,0.02779,0.74929,0.00231071,0.00231071,0.00231071
208,14459.3,0.03044,0.03541,0.75235,1,1,0.995,0.995,0.02573,0.02778,0.74926,0.00226769,0.00226769,0.00226769
209,14529.7,0.02978,0.03468,0.75058,1,1,0.995,0.995,0.02566,0.02772,0.74923,0.00222497,0.00222497,0.00222497
210,14600.1,0.02939,0.03451,0.75146,1,1,0.995,0.995,0.02569,0.02795,0.7492,0.00218256,0.00218256,0.00218256
211,14670,0.02903,0.03399,0.75217,1,1,0.995,0.995,0.02574,0.02806,0.74919,0.00214046,0.00214046,0.00214046
212,14740.2,0.02973,0.03448,0.75285,1,1,0.995,0.995,0.0257,0.0278,0.74918,0.00209869,0.00209869,0.00209869
213,14809.7,0.02937,0.03446,0.75478,1,1,0.995,0.995,0.02573,0.02802,0.74919,0.00205723,0.00205723,0.00205723
214,14879.5,0.02866,0.03337,0.75265,1,1,0.995,0.995,0.02575,0.02774,0.74918,0.00201611,0.00201611,0.00201611
215,14949.6,0.02731,0.03222,0.75408,1,1,0.995,0.995,0.02591,0.02808,0.74917,0.00197532,0.00197532,0.00197532
216,15019.2,0.02742,0.03219,0.75391,1,1,0.995,0.995,0.02586,0.02832,0.74916,0.00193486,0.00193486,0.00193486
217,15088.9,0.0298,0.03575,0.75335,1,1,0.995,0.995,0.02582,0.02854,0.74916,0.00189475,0.00189475,0.00189475
218,15159.2,0.02896,0.03503,0.75211,1,1,0.995,0.995,0.02606,0.02873,0.74914,0.00185498,0.00185498,0.00185498
219,15228.8,0.02812,0.03431,0.75159,1,1,0.995,0.995,0.02613,0.02857,0.74916,0.00181557,0.00181557,0.00181557
220,15299.1,0.02706,0.03215,0.75413,1,1,0.995,0.995,0.02609,0.02846,0.74915,0.00177651,0.00177651,0.00177651
221,15370.1,0.02678,0.03135,0.74876,1,1,0.995,0.995,0.02604,0.02832,0.74913,0.0017378,0.0017378,0.0017378
222,15440.3,0.02685,0.03161,0.75081,1,1,0.995,0.995,0.02603,0.02854,0.74913,0.00169946,0.00169946,0.00169946
223,15510.6,0.02665,0.03145,0.75188,1,1,0.995,0.995,0.02617,0.0285,0.74912,0.00166149,0.00166149,0.00166149
224,15581,0.02637,0.03153,0.75268,1,1,0.995,0.995,0.02614,0.02835,0.74911,0.00162389,0.00162389,0.00162389
225,15651.2,0.02629,0.03061,0.75276,1,1,0.995,0.995,0.02638,0.02887,0.74912,0.00158667,0.00158667,0.00158667
226,15722.3,0.0261,0.03044,0.74755,1,1,0.995,0.995,0.02643,0.02872,0.74912,0.00154982,0.00154982,0.00154982
227,15792.4,0.02541,0.03034,0.7504,1,1,0.995,0.995,0.02651,0.02898,0.74911,0.00151336,0.00151336,0.00151336
228,15861.9,0.02483,0.02991,0.75189,1,1,0.995,0.995,0.02658,0.02908,0.74908,0.00147729,0.00147729,0.00147729
229,15932.7,0.02523,0.02943,0.75378,1,1,0.995,0.995,0.02656,0.02893,0.74906,0.00144161,0.00144161,0.00144161
230,16003,0.02454,0.0294,0.75252,1,1,0.995,0.995,0.02667,0.02915,0.74905,0.00140632,0.00140632,0.00140632
231,16073,0.02475,0.02946,0.75495,1,1,0.995,0.995,0.02668,0.02906,0.74903,0.00137143,0.00137143,0.00137143
232,16143.5,0.02448,0.0291,0.75082,1,1,0.995,0.995,0.0266,0.02913,0.74902,0.00133695,0.00133695,0.00133695
233,16213.9,0.02468,0.0289,0.75173,1,1,0.995,0.995,0.02674,0.02949,0.74901,0.00130287,0.00130287,0.00130287
234,16284.2,0.02407,0.02852,0.75445,1,1,0.995,0.995,0.02678,0.02938,0.749,0.00126921,0.00126921,0.00126921
235,16355.3,0.02366,0.02775,0.75063,1,1,0.995,0.995,0.02694,0.02994,0.749,0.00123596,0.00123596,0.00123596
236,16425.5,0.02417,0.02851,0.75288,1,1,0.995,0.995,0.02687,0.02994,0.74899,0.00120313,0.00120313,0.00120313
237,16496.2,0.02385,0.02754,0.75349,1,1,0.995,0.995,0.02701,0.03004,0.74898,0.00117072,0.00117072,0.00117072
238,16566.2,0.02279,0.02643,0.75506,1,1,0.995,0.995,0.02695,0.03014,0.74894,0.00113873,0.00113873,0.00113873
239,16635,0.02271,0.02621,0.7515,1,1,0.995,0.995,0.02703,0.03015,0.74896,0.00110718,0.00110718,0.00110718
240,16705,inf,0.02606,0.75043,1,1,0.995,0.995,0.02704,0.02999,0.74895,0.00107605,0.00107605,0.00107605
241,16775.6,0.02273,0.02624,0.75128,1,1,0.995,0.995,0.0271,0.03002,0.74892,0.00104537,0.00104537,0.00104537
242,16846.2,0.02292,0.0266,0.74962,1,1,0.995,0.995,0.02721,0.03013,0.74892,0.00101512,0.00101512,0.00101512
243,16916.7,0.0219,0.02531,0.7545,1,1,0.995,0.995,0.02733,0.03032,0.7489,0.000985311,0.000985311,0.000985311
244,16986.8,0.02165,0.02496,0.75321,1,1,0.995,0.995,0.02742,0.03049,0.74889,0.000955951,0.000955951,0.000955951
245,17057.6,0.02191,0.02536,0.75235,1,1,0.995,0.995,0.02752,0.03068,0.74888,0.00092704,0.00092704,0.00092704
246,17128.3,0.02263,0.02597,0.75109,1,1,0.995,0.995,0.02759,0.03086,0.74889,0.000898581,0.000898581,0.000898581
247,17198.7,0.02227,0.02547,0.75074,1,1,0.995,0.995,0.02765,0.03107,0.74888,0.000870577,0.000870577,0.000870577
248,17269.1,0.0218,0.02513,0.75091,1,1,0.995,0.995,0.02755,0.03106,0.74887,0.000843031,0.000843031,0.000843031
249,17340.2,0.02149,0.0251,0.75198,1,1,0.995,0.995,0.02758,0.03113,0.74887,0.000815947,0.000815947,0.000815947
250,17409,0.021,0.0241,0.75227,1,1,0.995,0.995,0.02757,0.03122,0.74887,0.000789327,0.000789327,0.000789327
251,17495.6,0.02108,0.02414,0.75162,1,1,0.995,0.995,0.02759,0.03144,0.74888,0.000763174,0.000763174,0.000763174
252,17565.3,0.02126,0.02441,0.74917,1,1,0.995,0.995,0.02767,0.03141,0.74886,0.000737492,0.000737492,0.000737492
253,17635.7,0.0207,0.02389,0.74993,1,1,0.995,0.995,0.0278,0.03164,0.74885,0.000712282,0.000712282,0.000712282
254,17706.2,0.02062,0.02374,0.75345,1,1,0.995,0.995,0.0279,0.03179,0.74884,0.000687548,0.000687548,0.000687548
255,17776,0.02011,0.02319,0.75109,1,1,0.995,0.995,0.02789,0.03188,0.74884,0.000663292,0.000663292,0.000663292
256,17846.4,0.02012,0.02326,0.75222,1,1,0.995,0.995,0.02805,0.03197,0.74884,0.000639518,0.000639518,0.000639518
257,17917.1,0.02013,0.02312,0.75181,1,1,0.995,0.995,0.02801,0.03193,0.74883,0.000616227,0.000616227,0.000616227
258,17988,0.02003,0.02308,0.75313,1,1,0.995,0.995,0.02813,0.032,0.74881,0.000593422,0.000593422,0.000593422
259,18058.5,0.01949,0.02262,0.75031,1,1,0.995,0.995,0.02807,0.03183,0.7488,0.000571106,0.000571106,0.000571106
260,18128.7,0.01956,0.0227,0.75017,1,1,0.995,0.995,0.02816,0.03186,0.7488,0.000549281,0.000549281,0.000549281
261,18198.6,0.02002,0.02292,0.75658,1,1,0.995,0.995,0.02814,0.03187,0.7488,0.00052795,0.00052795,0.00052795
262,18268.8,0.02013,0.02323,0.75379,1,1,0.995,0.995,0.02823,0.03186,0.74878,0.000507115,0.000507115,0.000507115
263,18338.6,0.01943,0.02224,0.75159,1,1,0.995,0.995,0.02824,0.03199,0.74878,0.000486777,0.000486777,0.000486777
264,18408.9,0.01922,0.02217,0.75035,1,1,0.995,0.995,0.02832,0.03195,0.74875,0.000466941,0.000466941,0.000466941
265,18479.2,0.01938,0.02206,0.75503,1,1,0.995,0.995,0.02835,0.03201,0.74875,0.000447606,0.000447606,0.000447606
266,18549.7,0.01912,0.02159,0.75373,1,1,0.995,0.995,0.02841,0.03221,0.74873,0.000428777,0.000428777,0.000428777
267,18619.5,0.01906,0.02184,0.75105,1,1,0.995,0.995,0.02847,0.03215,0.74874,0.000410454,0.000410454,0.000410454
268,18689.9,0.01881,0.02132,0.75327,1,1,0.995,0.995,0.0284,0.03195,0.74874,0.00039264,0.00039264,0.00039264
269,18760.3,0.01862,0.02123,0.7477,1,1,0.995,0.995,0.02844,0.03208,0.74874,0.000375337,0.000375337,0.000375337
270,18830.4,0.01856,0.02095,0.75176,1,1,0.995,0.995,0.0285,0.03193,0.74873,0.000358546,0.000358546,0.000358546
271,18900.5,0.01834,0.02072,0.74837,1,1,0.995,0.995,0.02846,0.03199,0.74872,0.00034227,0.00034227,0.00034227
272,18971.1,0.01849,0.02087,0.7505,1,1,0.995,0.995,0.02843,0.03188,0.74871,0.00032651,0.00032651,0.00032651
273,19041.3,0.01834,0.02063,0.75305,1,1,0.995,0.995,0.02851,0.03187,0.74869,0.000311268,0.000311268,0.000311268
274,19111.9,0.01832,0.02056,0.75072,1,1,0.995,0.995,0.02851,0.03199,0.74867,0.000296546,0.000296546,0.000296546
275,19182,0.01807,0.02045,0.75044,1,1,0.995,0.995,0.0285,0.03187,0.74867,0.000282345,0.000282345,0.000282345
276,19252.2,0.01806,0.02055,0.75394,1,1,0.995,0.995,0.02858,0.03183,0.74867,0.000268667,0.000268667,0.000268667
277,19322.8,0.01793,0.02035,0.75032,1,1,0.995,0.995,0.02864,0.03198,0.74866,0.000255513,0.000255513,0.000255513
278,19393.5,0.01789,0.01995,0.75434,1,1,0.995,0.995,0.02858,0.03175,0.74866,0.000242885,0.000242885,0.000242885
279,19463.3,0.01773,0.01983,0.75031,1,1,0.995,0.995,0.0286,0.032,0.74866,0.000230784,0.000230784,0.000230784
280,19533.8,0.01761,0.01973,0.75437,1,1,0.995,0.995,0.02866,0.03196,0.74865,0.000219212,0.000219212,0.000219212
281,19604.6,0.01776,0.01988,0.75188,1,1,0.995,0.995,0.02869,0.03194,0.74864,0.000208169,0.000208169,0.000208169
282,19675.3,0.01775,0.01982,0.74895,1,1,0.995,0.995,0.02873,0.03192,0.74864,0.000197658,0.000197658,0.000197658
283,19744.7,0.01752,0.0194,0.75155,1,1,0.995,0.995,0.02878,0.03198,0.74862,0.000187678,0.000187678,0.000187678
284,19814.9,0.0176,0.01961,0.75256,1,1,0.995,0.995,0.02885,0.03198,0.74862,0.000178232,0.000178232,0.000178232
285,19885.8,0.01743,0.01937,0.74891,1,1,0.995,0.995,0.02883,0.03212,0.74861,0.00016932,0.00016932,0.00016932
286,19956.1,0.01745,0.01934,0.75448,1,1,0.995,0.995,0.02883,0.03206,0.74861,0.000160943,0.000160943,0.000160943
287,20026,0.01743,0.01936,0.75499,1,1,0.995,0.995,0.02895,0.03221,0.74863,0.000153102,0.000153102,0.000153102
288,20095.3,0.01728,0.01937,0.75013,1,1,0.995,0.995,0.02891,0.03208,0.74861,0.000145798,0.000145798,0.000145798
289,20165.6,0.01736,0.01924,0.75061,1,1,0.995,0.995,0.02898,0.03213,0.74862,0.000139032,0.000139032,0.000139032
290,20236,0.01735,0.01924,0.75463,1,1,0.995,0.995,0.02906,0.03211,0.74861,0.000132805,0.000132805,0.000132805
291,20306,0.01728,0.01924,0.74835,0.99996,1,0.995,0.995,0.02915,0.03229,0.74862,0.000127117,0.000127117,0.000127117
292,20375.9,0.01706,0.01897,0.75495,1,1,0.995,0.995,0.02918,0.0322,0.74863,0.000121968,0.000121968,0.000121968
293,20445.9,0.0172,0.01903,0.75313,1,1,0.995,0.995,0.02923,0.03241,0.74861,0.00011736,0.00011736,0.00011736
294,20516,0.0171,0.01868,0.75066,1,1,0.995,0.995,0.02924,0.03227,0.74861,0.000113293,0.000113293,0.000113293
295,20586.3,0.01712,0.01901,0.75217,1,1,0.995,0.995,0.02931,0.03226,0.74859,0.000109768,0.000109768,0.000109768
296,20656.2,0.0169,0.01882,0.74931,1,1,0.995,0.995,0.02935,0.0322,0.74857,0.000106784,0.000106784,0.000106784
297,20725.5,0.01701,0.01879,0.74956,1,1,0.995,0.995,0.02944,0.03253,0.74857,0.000104342,0.000104342,0.000104342
298,20795.7,0.01695,0.0188,0.75487,1,1,0.995,0.995,0.02954,0.03264,0.74856,0.000102443,0.000102443,0.000102443
299,20864.5,0.01696,0.01889,0.75461,0.99996,1,0.995,0.995,0.02949,0.03233,0.74856,0.000101086,0.000101086,0.000101086
300,20934.2,0.01693,0.0187,0.75102,0.99996,1,0.995,0.995,0.02965,0.03241,0.74855,0.000100271,0.000100271,0.000100271
