epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,4700.18,0.18365,0.14015,0.76827,0.9933,1,0.99483,0.94286,0.37516,0.17182,0.81059,0.00917869,0.00917869,0.00917869
188,4725.19,0.18977,0.14164,0.76025,0.99301,1,0.9947,0.94213,0.37675,0.17326,0.81097,0.00917009,0.00917009,0.00917009
189,4750.18,0.1901,0.14054,0.76427,0.99322,1,0.99473,0.93966,0.38109,0.17288,0.81269,0.00916145,0.00916145,0.00916145
190,4775.46,0.18763,0.14153,0.76416,0.9963,1,0.995,0.94184,0.37911,0.16773,0.81353,0.00915277,0.00915277,0.00915277
191,4800.9,0.1879,0.14231,0.76398,0.99631,1,0.99473,0.9429,0.37962,0.16489,0.81467,0.00914405,0.00914405,0.00914405
192,4826.28,0.18474,0.13783,0.76059,0.99569,1,0.995,0.94506,0.37539,0.16672,0.81167,0.00913529,0.00913529,0.00913529
193,4851.28,0.18708,0.13965,0.76449,0.99172,1,0.99477,0.94338,0.36951,0.16357,0.80917,0.00912649,0.00912649,0.00912649
194,4876.43,0.18796,0.14022,0.76423,0.99762,1,0.995,0.94567,0.36815,0.16106,0.80785,0.00911764,0.00911764,0.00911764
195,4901.43,0.1804,0.13585,0.7652,0.99277,1,0.9946,0.94335,0.36938,0.16028,0.80781,0.00910876,0.00910876,0.00910876
196,4926.43,0.18331,0.13698,0.76261,0.9899,1,0.99457,0.94244,0.3678,0.16516,0.80865,0.00909984,0.00909984,0.00909984
197,4951.39,0.18106,0.13559,0.76696,0.99316,1,0.9946,0.9442,0.36567,0.16456,0.80798,0.00909088,0.00909088,0.00909088
198,4976.16,0.18446,0.13725,0.7623,0.99249,1,0.99473,0.94203,0.36519,0.16347,0.80818,0.00908188,0.00908188,0.00908188
199,5001.22,0.18915,0.13744,0.76792,0.99009,1,0.99467,0.94049,0.37322,0.1636,0.81029,0.00907284,0.00907284,0.00907284
200,5026.7,0.18622,0.13692,0.76191,0.99335,1,0.99463,0.94394,0.3719,0.16215,0.80948,0.00906375,0.00906375,0.00906375
201,5051.9,0.18248,0.1384,0.76233,0.99664,1,0.995,0.94454,0.37162,0.16341,0.80971,0.00905463,0.00905463,0.00905463
202,5076.99,0.18004,0.13637,0.76392,0.99664,1,0.995,0.94695,0.37202,0.15901,0.81137,0.00904547,0.00904547,0.00904547
203,5102.15,0.18019,0.13587,0.75781,0.98998,1,0.9947,0.94601,0.36772,0.16104,0.80875,0.00903627,0.00903627,0.00903627
204,5127.23,0.1866,0.1389,0.75953,0.99651,1,0.99457,0.94714,0.36653,0.15864,0.80813,0.00902703,0.00902703,0.00902703
205,5152.25,0.18773,0.1376,0.76175,0.99637,1,0.99467,0.94729,0.36278,0.16197,0.80785,0.00901776,0.00901776,0.00901776
206,5177.28,0.17916,0.13605,0.75916,0.99647,1,0.99477,0.94869,0.36219,0.15889,0.80772,0.00900844,0.00900844,0.00900844
207,5202.27,0.1859,0.13728,0.76447,0.99532,1,0.99457,0.94957,0.36068,0.15805,0.80783,0.00899908,0.00899908,0.00899908
208,5227.27,0.17653,0.13398,0.76574,0.99639,1,0.99487,0.95057,0.36093,0.15941,0.80841,0.00898969,0.00898969,0.00898969
209,5252.49,0.17745,0.13455,0.76022,0.99646,1,0.99444,0.95143,0.36215,0.16394,0.80809,0.00898025,0.00898025,0.00898025
210,5278,0.17697,0.13294,0.75912,0.99657,1,0.99447,0.94795,0.36184,0.16214,0.8081,0.00897078,0.00897078,0.00897078
211,5303.33,0.17695,0.13526,0.76215,0.99638,1,0.9946,0.95023,0.35716,0.16048,0.8077,0.00896127,0.00896127,0.00896127
212,5328.1,0.17204,0.1305,0.75895,0.99646,1,0.99463,0.95219,0.35706,0.16109,0.80711,0.00895172,0.00895172,0.00895172
213,5353.1,0.17778,0.13292,0.76519,0.99597,1,0.99463,0.94815,0.35857,0.16058,0.80764,0.00894213,0.00894213,0.00894213
214,5378.02,0.17237,0.1314,0.76528,0.99668,0.99963,0.9946,0.94819,0.35918,0.15988,0.80725,0.0089325,0.0089325,0.0089325
215,5402.88,0.17952,0.13343,0.76476,0.98988,1,0.9949,0.94754,0.36098,0.1622,0.807,0.00892283,0.00892283,0.00892283
216,5427.81,0.17515,0.13174,0.76229,0.99337,0.99915,0.99463,0.94846,0.36031,0.16402,0.80771,0.00891313,0.00891313,0.00891313
217,5452.71,0.17275,0.13253,0.75921,0.99392,0.99667,0.9946,0.94639,0.36069,0.16319,0.8087,0.00890339,0.00890339,0.00890339
218,5477.69,0.17168,0.13128,0.76321,0.99293,1,0.9946,0.944,0.36147,0.16234,0.8086,0.00889361,0.00889361,0.00889361
219,5503.12,0.17359,0.13054,0.7575,0.99321,1,0.99463,0.94695,0.35931,0.15784,0.80848,0.00888379,0.00888379,0.00888379
220,5528.68,0.17386,0.13204,0.76289,0.99323,1,0.99453,0.94769,0.35882,0.15594,0.8091,0.00887393,0.00887393,0.00887393
221,5554.02,0.18102,0.13593,0.76094,0.99316,1,0.99457,0.94707,0.35684,0.15694,0.80818,0.00886404,0.00886404,0.00886404
222,5578.99,0.18362,0.13755,0.7617,0.99533,1,0.9948,0.94625,0.35879,0.15972,0.80833,0.00885411,0.00885411,0.00885411
223,5603.85,0.17898,0.13628,0.76369,0.995,1,0.9947,0.94673,0.35732,0.16139,0.80793,0.00884414,0.00884414,0.00884414
224,5628.73,0.17507,0.1347,0.75959,0.99612,1,0.99457,0.94731,0.35826,0.16393,0.80761,0.00883413,0.00883413,0.00883413
225,5653.67,0.17084,0.13232,0.76073,0.99316,1,0.99463,0.94964,0.35817,0.15969,0.80792,0.00882409,0.00882409,0.00882409
226,5678.61,0.17632,0.13067,0.7615,0.99317,1,0.99477,0.94892,0.35772,0.15862,0.80741,0.00881401,0.00881401,0.00881401
227,5703.47,0.18183,0.13581,0.75912,0.99315,1,0.9947,0.94746,0.3585,0.15842,0.80752,0.00880389,0.00880389,0.00880389
228,5728.29,0.17342,0.13313,0.75781,0.99333,1,0.99473,0.94813,0.359,0.15847,0.80722,0.00879374,0.00879374,0.00879374
229,5753.86,0.17201,0.13055,0.76382,0.99476,1,0.99473,0.94809,0.35797,0.15627,0.80662,0.00878354,0.00878354,0.00878354
230,5779.33,0.16798,0.12993,0.75887,0.99002,1,0.99404,0.94944,0.35593,0.15613,0.80679,0.00877332,0.00877332,0.00877332
231,5804.49,0.17266,0.13081,0.76279,0.99331,1,0.99473,0.94719,0.35419,0.15618,0.80613,0.00876305,0.00876305,0.00876305
232,5829.44,0.17564,0.13234,0.76009,0.99519,1,0.9948,0.94777,0.35456,0.15672,0.80639,0.00875275,0.00875275,0.00875275
233,5854.34,0.1713,0.12789,0.76426,0.99556,1,0.99467,0.94674,0.35712,0.15845,0.8069,0.00874241,0.00874241,0.00874241
234,5879.28,0.17005,0.128,0.76357,0.99317,1,0.9946,0.94746,0.35991,0.16104,0.80763,0.00873203,0.00873203,0.00873203
235,5904.14,0.16961,0.12895,0.76292,0.99329,1,0.99453,0.94715,0.36037,0.16111,0.80676,0.00872162,0.00872162,0.00872162
236,5929.19,0.17316,0.13166,0.7614,0.99317,1,0.99457,0.94668,0.35945,0.15832,0.80715,0.00871117,0.00871117,0.00871117
237,5954.2,0.16909,0.13019,0.75707,0.99317,1,0.99457,0.94814,0.35996,0.15665,0.80724,0.00870069,0.00870069,0.00870069
238,5979.41,0.17061,0.13154,0.76213,0.99318,1,0.9945,0.95022,0.3577,0.15549,0.80719,0.00869017,0.00869017,0.00869017
239,6004.94,0.17382,0.13047,0.76414,0.99324,1,0.9945,0.94875,0.35891,0.15854,0.80736,0.00867961,0.00867961,0.00867961
240,6030.36,0.17256,0.13375,0.75844,0.99572,0.99667,0.99453,0.94707,0.35694,0.15719,0.80734,0.00866902,0.00866902,0.00866902
241,6055.65,0.17354,0.13502,0.76277,0.99338,0.99979,0.9947,0.94737,0.35705,0.15865,0.8068,0.00865839,0.00865839,0.00865839
242,6080.78,0.16819,0.13087,0.7636,0.99338,0.99971,0.99473,0.94622,0.35713,0.1595,0.80716,0.00864773,0.00864773,0.00864773
243,6105.78,0.17198,0.13231,0.7608,0.99307,1,0.9948,0.94568,0.35661,0.15973,0.80701,0.00863703,0.00863703,0.00863703
244,6130.94,0.16705,0.1283,0.76356,0.99642,1,0.9949,0.94685,0.35823,0.15953,0.80755,0.0086263,0.0086263,0.0086263
245,6156.17,0.17224,0.13148,0.75969,0.99948,1,0.995,0.94659,0.35852,0.15748,0.80785,0.00861553,0.00861553,0.00861553
246,6181.08,0.16604,0.12647,0.76247,0.99613,1,0.99483,0.949,0.35703,0.15605,0.80766,0.00860473,0.00860473,0.00860473
247,6206.21,0.16701,0.12626,0.75918,0.9959,1,0.9948,0.94931,0.35409,0.15513,0.80679,0.00859389,0.00859389,0.00859389
248,6231.71,0.1683,0.12794,0.76399,0.99648,1,0.9949,0.94942,0.35525,0.15338,0.80702,0.00858301,0.00858301,0.00858301
249,6257.17,0.16581,0.12558,0.76328,0.9964,1,0.9948,0.94841,0.35528,0.15382,0.80738,0.0085721,0.0085721,0.0085721
250,6282.14,0.1641,0.12341,0.76365,0.99621,1,0.99473,0.94745,0.35578,0.15323,0.8076,0.00856116,0.00856116,0.00856116
251,6307.02,0.17109,0.12861,0.76122,0.99567,1,0.99477,0.94893,0.35529,0.15185,0.80767,0.00855018,0.00855018,0.00855018
252,6332.2,0.16331,0.12557,0.76228,0.99576,1,0.99473,0.94881,0.3566,0.15374,0.80814,0.00853917,0.00853917,0.00853917
253,6357.16,0.16718,0.1284,0.75768,0.99524,1,0.99477,0.94819,0.35752,0.15448,0.80845,0.00852812,0.00852812,0.00852812
254,6382.26,0.16469,0.12643,0.75889,0.99318,1,0.99477,0.94939,0.35705,0.15427,0.80822,0.00851704,0.00851704,0.00851704
255,6407.63,0.16341,0.12671,0.76299,0.99609,1,0.99467,0.94922,0.35626,0.15391,0.80767,0.00850592,0.00850592,0.00850592
256,6432.36,0.15881,0.12473,0.76164,0.99603,1,0.9947,0.94973,0.3552,0.15399,0.80761,0.00849477,0.00849477,0.00849477
257,6457.53,0.16041,0.12186,0.75921,0.99598,1,0.99473,0.95206,0.35456,0.15254,0.80755,0.00848358,0.00848358,0.00848358
258,6483.04,0.16053,0.12438,0.76096,0.99544,1,0.99473,0.95201,0.35284,0.1527,0.80684,0.00847237,0.00847237,0.00847237
259,6508.25,0.16352,0.12665,0.7614,0.99503,1,0.99473,0.95109,0.35218,0.15244,0.80682,0.00846111,0.00846111,0.00846111
260,6533.38,0.15797,0.12545,0.76205,0.99481,1,0.99473,0.94986,0.3523,0.15301,0.80691,0.00844983,0.00844983,0.00844983
261,6558.25,0.15446,0.11977,0.75587,0.99469,0.99667,0.99487,0.9502,0.35257,0.15373,0.80744,0.00843851,0.00843851,0.00843851
262,6582.99,0.16186,0.12711,0.75946,0.98994,1,0.9948,0.94962,0.35327,0.15297,0.8079,0.00842716,0.00842716,0.00842716
263,6607.79,0.1594,0.1225,0.76223,0.99419,0.99667,0.9948,0.95055,0.35455,0.15243,0.80767,0.00841577,0.00841577,0.00841577
264,6632.75,0.16439,0.12448,0.76472,0.99462,0.99667,0.99477,0.95066,0.35468,0.15445,0.8075,0.00840435,0.00840435,0.00840435
265,6657.48,0.16163,0.12582,0.76548,0.99135,0.99667,0.9948,0.94915,0.35442,0.15424,0.80777,0.0083929,0.0083929,0.0083929
266,6682.35,0.16126,0.12564,0.75791,0.99469,1,0.9948,0.94992,0.35451,0.15471,0.80755,0.00838141,0.00838141,0.00838141
267,6707.78,0.16063,0.12376,0.76402,0.99252,1,0.9948,0.95075,0.35562,0.15509,0.80739,0.00836989,0.00836989,0.00836989
268,6733.36,0.15806,0.12306,0.75977,0.99583,1,0.9948,0.94939,0.3547,0.15519,0.8072,0.00835834,0.00835834,0.00835834
269,6758.66,0.16324,0.12783,0.75959,0.9951,1,0.9948,0.94926,0.35556,0.15523,0.80752,0.00834676,0.00834676,0.00834676
270,6783.6,0.15501,0.12298,0.75957,0.99235,0.99667,0.9948,0.95023,0.35577,0.15556,0.80736,0.00833514,0.00833514,0.00833514
271,6808.57,0.15947,0.12532,0.76212,0.9899,1,0.9947,0.95074,0.35568,0.15429,0.80745,0.00832349,0.00832349,0.00832349
272,6833.43,0.15716,0.12353,0.75997,0.98993,1,0.99473,0.9516,0.35463,0.15584,0.80728,0.00831181,0.00831181,0.00831181
273,6858.28,0.15701,0.12317,0.75853,0.98995,1,0.99473,0.95156,0.35457,0.15609,0.80757,0.0083001,0.0083001,0.0083001
274,6883.29,0.16186,0.12484,0.75807,0.9899,1,0.99477,0.94912,0.35572,0.15544,0.80805,0.00828835,0.00828835,0.00828835
275,6908.15,0.16276,0.12773,0.76137,0.9899,1,0.9948,0.94812,0.35519,0.15649,0.80836,0.00827658,0.00827658,0.00827658
276,6933.15,0.16578,0.12831,0.76288,0.9899,1,0.99463,0.94773,0.35522,0.15549,0.80783,0.00826477,0.00826477,0.00826477
277,6958.5,0.16285,0.12621,0.75735,0.98989,1,0.9945,0.94668,0.35583,0.15417,0.80783,0.00825293,0.00825293,0.00825293
278,6983.74,0.15632,0.12129,0.75727,0.98991,1,0.99443,0.94735,0.35574,0.15445,0.80785,0.00824105,0.00824105,0.00824105
279,7008.71,0.16078,0.12299,0.75742,0.98993,1,0.99433,0.94852,0.3544,0.15367,0.80763,0.00822915,0.00822915,0.00822915
280,7033.66,0.15657,0.12172,0.75273,0.98992,1,0.99433,0.94832,0.35417,0.15353,0.80716,0.00821722,0.00821722,0.00821722
281,7058.44,0.15958,0.12313,0.75614,0.98993,1,0.99473,0.94664,0.35524,0.1534,0.80744,0.00820525,0.00820525,0.00820525
282,7083.27,0.16315,0.12833,0.75462,0.98994,1,0.9949,0.94726,0.35474,0.15172,0.80745,0.00819325,0.00819325,0.00819325
283,7108.13,0.16254,0.12833,0.76529,0.9899,1,0.99487,0.94826,0.35553,0.15123,0.80754,0.00818122,0.00818122,0.00818122
284,7133.05,0.15694,0.12294,0.75903,0.99009,1,0.9949,0.95112,0.35572,0.15291,0.80776,0.00816916,0.00816916,0.00816916
285,7158,0.16105,0.12523,0.75582,0.99043,1,0.99493,0.94984,0.35671,0.15284,0.80792,0.00815707,0.00815707,0.00815707
286,7183.27,0.15893,0.12264,0.76214,0.99384,1,0.99497,0.94928,0.35509,0.15263,0.80773,0.00814495,0.00814495,0.00814495
287,7208.55,0.15999,0.12519,0.75923,0.9943,1,0.99497,0.94921,0.35419,0.15222,0.80735,0.0081328,0.0081328,0.0081328
288,7233.83,0.16045,0.12691,0.76091,0.9949,1,0.99497,0.94925,0.35285,0.1509,0.80711,0.00812062,0.00812062,0.00812062
289,7258.71,0.15684,0.12173,0.76509,0.99514,1,0.99497,0.95166,0.35221,0.15163,0.80657,0.00810841,0.00810841,0.00810841
290,7283.69,0.15917,0.12459,0.75074,0.99523,1,0.99497,0.95105,0.35085,0.1515,0.80632,0.00809616,0.00809616,0.00809616
291,7308.58,0.16188,0.12543,0.76052,0.99502,1,0.99497,0.95185,0.3512,0.15046,0.80664,0.00808389,0.00808389,0.00808389
292,7333.56,0.15444,0.12306,0.75807,0.9948,1,0.99497,0.95149,0.35177,0.15089,0.80684,0.00807159,0.00807159,0.00807159
293,7358.37,0.15739,0.12309,0.75761,0.99459,1,0.99497,0.95161,0.35229,0.14984,0.80673,0.00805925,0.00805925,0.00805925
294,7383.44,0.15803,0.12209,0.75898,0.99644,1,0.995,0.952,0.35187,0.15077,0.80665,0.00804689,0.00804689,0.00804689
295,7408.52,0.15842,0.12321,0.76438,0.99442,1,0.99497,0.95258,0.35181,0.15146,0.80672,0.0080345,0.0080345,0.0080345
296,7433.89,0.1562,0.12053,0.75884,0.99438,1,0.99497,0.95321,0.35102,0.15103,0.80637,0.00802208,0.00802208,0.00802208
297,7459.29,0.15768,0.12266,0.76053,0.99442,1,0.995,0.95243,0.35102,0.15167,0.80628,0.00800963,0.00800963,0.00800963
298,7484.33,0.15307,0.12059,0.75958,0.9943,1,0.995,0.95139,0.35079,0.1503,0.80658,0.00799715,0.00799715,0.00799715
299,7509.2,0.15425,0.11958,0.75825,0.99391,1,0.995,0.94959,0.35102,0.15029,0.80643,0.00798464,0.00798464,0.00798464
300,7534,0.15641,0.12004,0.75909,0.99378,1,0.995,0.95086,0.35086,0.15035,0.80667,0.0079721,0.0079721,0.0079721
301,7558.83,0.15315,0.11838,0.75937,0.99366,1,0.995,0.9517,0.35137,0.15117,0.8069,0.00795954,0.00795954,0.00795954
302,7583.76,0.15246,0.11872,0.75775,0.9936,1,0.995,0.95232,0.35193,0.14817,0.80698,0.00794694,0.00794694,0.00794694
303,7608.53,0.14953,0.11584,0.75732,0.99378,1,0.995,0.95032,0.35133,0.14921,0.80683,0.00793432,0.00793432,0.00793432
304,7633.44,0.15347,0.11807,0.75967,0.9936,1,0.995,0.95027,0.35166,0.14806,0.80709,0.00792167,0.00792167,0.00792167
305,7658.71,0.15313,0.11907,0.76417,0.99338,1,0.995,0.95023,0.35179,0.149,0.80709,0.00790898,0.00790898,0.00790898
306,7684.02,0.15122,0.11994,0.75402,0.99346,1,0.9948,0.94917,0.3505,0.14941,0.80695,0.00789628,0.00789628,0.00789628
307,7709.07,0.15472,0.12087,0.75678,0.99018,1,0.99446,0.94698,0.35076,0.14949,0.80674,0.00788354,0.00788354,0.00788354
308,7734.02,0.15703,0.12068,0.76101,0.99014,1,0.99446,0.94837,0.35038,0.14996,0.8063,0.00787077,0.00787077,0.00787077
309,7758.93,0.1521,0.12119,0.76364,0.99589,1,0.9945,0.94941,0.35,0.14886,0.80633,0.00785798,0.00785798,0.00785798
310,7783.75,0.15361,0.12123,0.7571,0.99336,0.99807,0.99443,0.9493,0.34957,0.14833,0.80619,0.00784516,0.00784516,0.00784516
311,7808.55,0.15276,0.11772,0.75332,0.99321,1,0.99453,0.95156,0.34948,0.1499,0.80621,0.00783231,0.00783231,0.00783231
312,7833.58,0.15029,0.11814,0.75788,0.99316,1,0.9945,0.95204,0.34907,0.15004,0.80633,0.00781944,0.00781944,0.00781944
313,7858.36,0.14932,0.11642,0.75526,0.99316,1,0.99483,0.95145,0.34936,0.14925,0.80637,0.00780653,0.00780653,0.00780653
314,7883.31,0.15302,0.118,0.75746,0.99316,1,0.99493,0.95178,0.34976,0.14956,0.80645,0.0077936,0.0077936,0.0077936
315,7908.79,0.14915,0.11731,0.76025,0.99318,1,0.9949,0.951,0.3499,0.14966,0.80632,0.00778065,0.00778065,0.00778065
316,7934.16,0.14799,0.11524,0.75559,0.99318,1,0.99487,0.94972,0.35023,0.15177,0.80642,0.00776766,0.00776766,0.00776766
317,7959.17,0.15136,0.11718,0.76108,0.99318,1,0.9946,0.94997,0.35037,0.15059,0.80636,0.00775465,0.00775465,0.00775465
318,7984.13,0.15188,0.11637,0.75678,0.99317,1,0.99463,0.95064,0.34996,0.14774,0.80619,0.00774161,0.00774161,0.00774161
319,8008.96,0.15084,0.11788,0.75896,0.99321,1,0.99477,0.949,0.35001,0.14871,0.80642,0.00772855,0.00772855,0.00772855
320,8033.75,0.15018,0.11789,0.75961,0.99668,0.99993,0.9948,0.94995,0.35079,0.14836,0.80667,0.00771546,0.00771546,0.00771546
321,8058.42,0.14869,0.11787,0.75871,0.99612,1,0.99477,0.94965,0.35142,0.14777,0.80692,0.00770234,0.00770234,0.00770234
322,8083.16,0.14767,0.11748,0.75942,0.99535,1,0.99477,0.95002,0.35099,0.14654,0.80684,0.0076892,0.0076892,0.0076892
323,8108.03,0.15346,0.12032,0.76279,0.9952,1,0.99477,0.94832,0.35055,0.14868,0.80636,0.00767603,0.00767603,0.00767603
324,8133.17,0.14404,0.11527,0.753,0.99505,1,0.99473,0.95125,0.3508,0.14714,0.80664,0.00766284,0.00766284,0.00766284
325,8158.56,0.14824,0.11502,0.76105,0.99539,1,0.9947,0.95015,0.35197,0.14634,0.8074,0.00764961,0.00764961,0.00764961
326,8183.87,0.15168,0.11863,0.76166,0.99557,1,0.9947,0.95066,0.35224,0.14786,0.80768,0.00763637,0.00763637,0.00763637
327,8208.79,0.15355,0.12031,0.75899,0.99543,1,0.99467,0.95086,0.35271,0.14748,0.80792,0.0076231,0.0076231,0.0076231
328,8233.74,0.15485,0.11887,0.76129,0.99319,1,0.99467,0.9489,0.35294,0.14727,0.80786,0.0076098,0.0076098,0.0076098
329,8258.51,0.15363,0.11863,0.75899,0.99319,1,0.99467,0.94894,0.35237,0.14823,0.80751,0.00759648,0.00759648,0.00759648
330,8283.36,0.14899,0.11552,0.7588,0.99319,1,0.99463,0.95163,0.35194,0.14723,0.80723,0.00758313,0.00758313,0.00758313
331,8308.32,0.14757,0.11567,0.75131,0.99318,1,0.99463,0.95237,0.35192,0.14733,0.80701,0.00756976,0.00756976,0.00756976
332,8333.07,0.14752,0.11739,0.75776,0.99318,1,0.9946,0.95179,0.35119,0.14691,0.8068,0.00755636,0.00755636,0.00755636
333,8358,0.14961,0.11907,0.75438,0.9933,1,0.9946,0.952,0.35027,0.14656,0.8066,0.00754293,0.00754293,0.00754293
334,8383.31,0.15027,0.11623,0.75772,0.9933,1,0.99457,0.95137,0.35008,0.14597,0.80676,0.00752949,0.00752949,0.00752949
335,8408.66,0.14666,0.11495,0.76337,0.9933,1,0.99457,0.95196,0.34965,0.14454,0.80668,0.00751602,0.00751602,0.00751602
336,8433.71,0.14649,0.11666,0.76122,0.99418,1,0.99457,0.95231,0.34969,0.14634,0.80685,0.00750252,0.00750252,0.00750252
337,8458.6,0.1448,0.11363,0.75898,0.99419,1,0.99453,0.95122,0.34921,0.14564,0.80677,0.007489,0.007489,0.007489
338,8483.64,0.14702,0.11398,0.75999,0.99431,1,0.99453,0.95277,0.3484,0.14557,0.80673,0.00747546,0.00747546,0.00747546
339,8508.47,0.15177,0.1193,0.75877,0.99416,1,0.99453,0.95157,0.34824,0.14542,0.80672,0.00746189,0.00746189,0.00746189
340,8533.36,0.14641,0.11616,0.75771,0.99384,1,0.99453,0.95138,0.34789,0.14425,0.80639,0.0074483,0.0074483,0.0074483
341,8558.21,0.15124,0.11826,0.75285,0.99383,1,0.99453,0.95317,0.34735,0.14471,0.80628,0.00743468,0.00743468,0.00743468
342,8583.11,0.14431,0.11698,0.75919,0.99365,1,0.99453,0.95351,0.34677,0.14514,0.80611,0.00742104,0.00742104,0.00742104
343,8608.16,0.14494,0.11523,0.75794,0.9936,1,0.99453,0.95349,0.34619,0.14521,0.80603,0.00740738,0.00740738,0.00740738
344,8633.6,0.1445,0.11342,0.75426,0.99341,1,0.99453,0.95526,0.34551,0.14552,0.80602,0.00739369,0.00739369,0.00739369
345,8658.93,0.14506,0.11483,0.75215,0.99357,1,0.99453,0.9533,0.34464,0.14524,0.80586,0.00737998,0.00737998,0.00737998
346,8684,0.14561,0.11672,0.75917,0.99385,1,0.99457,0.9533,0.34472,0.14492,0.80582,0.00736625,0.00736625,0.00736625
347,8709.01,0.14839,0.11567,0.75599,0.99415,1,0.99457,0.95104,0.34451,0.1443,0.80578,0.0073525,0.0073525,0.0073525
348,8733.99,0.14699,0.1166,0.75441,0.99384,1,0.99457,0.95173,0.34436,0.14461,0.8059,0.00733872,0.00733872,0.00733872
349,8758.92,0.14327,0.1167,0.76026,0.99359,1,0.99457,0.95207,0.34515,0.14546,0.80603,0.00732492,0.00732492,0.00732492
350,8783.95,0.14835,0.1167,0.75487,0.99343,1,0.9946,0.95153,0.34511,0.14467,0.80624,0.0073111,0.0073111,0.0073111
351,8808.81,0.14104,0.11336,0.76378,0.99335,1,0.9946,0.95256,0.34479,0.14538,0.80611,0.00729725,0.00729725,0.00729725
352,8833.67,0.14143,0.11549,0.75642,0.99336,1,0.9946,0.95094,0.34453,0.14412,0.80584,0.00728339,0.00728339,0.00728339
353,8858.86,0.14608,0.11724,0.76002,0.99332,1,0.9946,0.9512,0.34512,0.14453,0.80624,0.0072695,0.0072695,0.0072695
354,8884.22,0.14115,0.11267,0.7573,0.99328,1,0.9946,0.95114,0.34523,0.14335,0.80633,0.00725559,0.00725559,0.00725559
355,8909.38,0.14069,0.11182,0.75922,0.99325,1,0.99463,0.95045,0.34509,0.1431,0.80631,0.00724165,0.00724165,0.00724165
356,8934.32,0.1442,0.11349,0.75753,0.99325,1,0.99463,0.95071,0.34523,0.14291,0.80652,0.0072277,0.0072277,0.0072277
357,8959.37,0.13803,0.10843,0.75186,0.99325,1,0.99467,0.95053,0.34517,0.14326,0.80653,0.00721372,0.00721372,0.00721372
358,8984.33,0.14119,0.10899,0.7574,0.99325,1,0.99467,0.94979,0.34545,0.14352,0.80654,0.00719973,0.00719973,0.00719973
359,9009.17,0.138,0.10807,0.75579,0.99324,1,0.9947,0.95058,0.34522,0.14373,0.80644,0.00718571,0.00718571,0.00718571
360,9034.06,0.13691,0.10759,0.75538,0.99321,1,0.9947,0.9498,0.34519,0.14432,0.80647,0.00717167,0.00717167,0.00717167
361,9058.73,0.13737,0.10944,0.75438,0.99319,1,0.9947,0.94999,0.3455,0.14491,0.80652,0.00715761,0.00715761,0.00715761
362,9083.58,0.13863,0.11237,0.75563,0.99297,1,0.9947,0.9507,0.34562,0.14391,0.80652,0.00714353,0.00714353,0.00714353
363,9109.11,0.13518,0.10728,0.75894,0.99301,1,0.9947,0.95091,0.34565,0.14453,0.80651,0.00712942,0.00712942,0.00712942
364,9134.4,0.13876,0.10889,0.75864,0.99303,1,0.99473,0.95042,0.34566,0.14433,0.80651,0.0071153,0.0071153,0.0071153
365,9159.61,0.13627,0.10802,0.75499,0.99303,1,0.99473,0.95081,0.34554,0.14433,0.80651,0.00710116,0.00710116,0.00710116
366,9184.57,0.13532,0.10903,0.75586,0.9925,1,0.99473,0.9514,0.3455,0.14415,0.80651,0.007087,0.007087,0.007087
367,9209.54,0.14189,0.11222,0.75748,0.99255,1,0.99473,0.95172,0.34536,0.14485,0.80647,0.00707281,0.00707281,0.00707281
368,9234.58,0.14229,0.11317,0.75576,0.99263,1,0.99477,0.95218,0.34533,0.14442,0.80634,0.00705861,0.00705861,0.00705861
369,9259.43,0.13664,0.11032,0.75824,0.99259,1,0.99477,0.95447,0.34517,0.1438,0.80624,0.00704439,0.00704439,0.00704439
370,9284.26,0.13834,0.11096,0.75806,0.99252,1,0.99477,0.954,0.34486,0.14475,0.80606,0.00703014,0.00703014,0.00703014
371,9309.08,0.13574,0.10853,0.7524,0.99249,1,0.99477,0.9523,0.34489,0.1455,0.80602,0.00701588,0.00701588,0.00701588
372,9334.08,0.1338,0.10861,0.75915,0.99255,1,0.99473,0.9545,0.34475,0.14531,0.80593,0.0070016,0.0070016,0.0070016
373,9359.47,0.13482,0.10764,0.76329,0.99262,1,0.99467,0.95523,0.34466,0.14529,0.80584,0.0069873,0.0069873,0.0069873
374,9384.92,0.13391,0.10752,0.75871,0.9927,1,0.99453,0.95374,0.34463,0.14471,0.80578,0.00697298,0.00697298,0.00697298
375,9409.95,0.13847,0.10809,0.75921,0.99308,1,0.99444,0.95338,0.34481,0.14562,0.80579,0.00695864,0.00695864,0.00695864
376,9434.84,0.13974,0.11055,0.7576,0.99271,1,0.99443,0.95262,0.34437,0.14549,0.80572,0.00694428,0.00694428,0.00694428
377,9459.78,0.14252,0.10933,0.76106,0.99276,1,0.99447,0.95266,0.34416,0.14547,0.80574,0.00692991,0.00692991,0.00692991
378,9484.65,0.13442,0.10827,0.7595,0.99273,1,0.99453,0.95227,0.34405,0.14597,0.80571,0.00691551,0.00691551,0.00691551
