epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
379,9509.4,0.13401,0.10948,0.75926,0.99306,1,0.9948,0.95324,0.34373,0.14571,0.80565,0.0069011,0.0069011,0.0069011
380,9534.35,0.13566,0.11157,0.75862,0.99273,1,0.99493,0.95396,0.34384,0.14489,0.80577,0.00688667,0.00688667,0.00688667
381,9559.24,0.13399,0.1104,0.75824,0.99277,1,0.99497,0.95592,0.34381,0.14505,0.80578,0.00687222,0.00687222,0.00687222
382,9584.51,0.13146,0.10807,0.75448,0.99284,1,0.99497,0.95297,0.34395,0.145,0.80576,0.00685775,0.00685775,0.00685775
383,9609.87,0.13157,0.10484,0.75648,0.99286,1,0.99497,0.9537,0.34381,0.14466,0.80581,0.00684326,0.00684326,0.00684326
384,9635.02,0.13472,0.10515,0.75574,0.99283,1,0.99497,0.95366,0.34406,0.14436,0.80577,0.00682876,0.00682876,0.00682876
385,9660.12,0.13651,0.1075,0.76024,0.99277,1,0.99497,0.95374,0.34392,0.14438,0.80578,0.00681424,0.00681424,0.00681424
386,9685.43,0.14,0.10776,0.75922,0.99268,1,0.99497,0.95217,0.34377,0.14413,0.80575,0.0067997,0.0067997,0.0067997
387,9710.41,0.13923,0.1099,0.75865,0.99263,1,0.9949,0.95366,0.3436,0.14487,0.8058,0.00678514,0.00678514,0.00678514
388,9735.98,0.13581,0.10678,0.75365,0.99258,1,0.99487,0.95326,0.34367,0.1443,0.80576,0.00677057,0.00677057,0.00677057
389,9760.98,0.13895,0.10905,0.76132,0.99255,1,0.99487,0.9538,0.3435,0.14394,0.80573,0.00675598,0.00675598,0.00675598
390,9785.9,0.13413,0.10812,0.75517,0.99253,1,0.9949,0.95514,0.34352,0.1449,0.80573,0.00674138,0.00674138,0.00674138
391,9810.94,0.13696,0.10737,0.75765,0.99315,1,0.99497,0.95454,0.34342,0.14475,0.80571,0.00672675,0.00672675,0.00672675
392,9836.23,0.13897,0.10934,0.75499,0.99255,1,0.99493,0.95395,0.34321,0.14471,0.80567,0.00671211,0.00671211,0.00671211
393,9861.75,0.13751,0.10995,0.75842,0.99264,1,0.99493,0.95395,0.34324,0.14473,0.8057,0.00669746,0.00669746,0.00669746
394,9886.8,0.13943,0.11096,0.75504,0.99265,1,0.99487,0.95389,0.34348,0.14496,0.8057,0.00668278,0.00668278,0.00668278
395,9911.78,0.13956,0.11153,0.76239,0.99267,1,0.9948,0.9538,0.34339,0.14483,0.80576,0.0066681,0.0066681,0.0066681
396,9936.68,0.13674,0.11176,0.75581,0.99269,1,0.9948,0.95291,0.34364,0.14508,0.80591,0.00665339,0.00665339,0.00665339
397,9961.54,0.13575,0.11103,0.75644,0.99268,1,0.99477,0.95313,0.34367,0.1454,0.80593,0.00663867,0.00663867,0.00663867
398,9986.44,0.13191,0.10822,0.75644,0.99268,1,0.99477,0.95256,0.34353,0.14594,0.80597,0.00662393,0.00662393,0.00662393
399,10011.3,0.1327,0.10907,0.75632,0.99264,1,0.99477,0.95249,0.34358,0.14543,0.80595,0.00660918,0.00660918,0.00660918
400,10036.1,0.13039,0.10734,0.75298,0.99262,1,0.99473,0.95378,0.3436,0.1465,0.80591,0.00659442,0.00659442,0.00659442
401,10061.1,0.13552,0.10858,0.75297,0.99262,1,0.99473,0.95246,0.3438,0.14754,0.80584,0.00657963,0.00657963,0.00657963
402,10086.5,0.12673,0.10517,0.75683,0.99261,1,0.99473,0.953,0.34366,0.14737,0.80585,0.00656484,0.00656484,0.00656484
403,10111.9,0.13482,0.10958,0.75913,0.99263,1,0.99473,0.95204,0.34365,0.14619,0.80583,0.00655002,0.00655002,0.00655002
404,10136.8,0.13088,0.10752,0.75881,0.99265,1,0.99477,0.95261,0.34371,0.14551,0.80592,0.0065352,0.0065352,0.0065352
405,10161.8,0.13495,0.10742,0.75608,0.99265,1,0.99473,0.95322,0.34401,0.14512,0.80596,0.00652036,0.00652036,0.00652036
406,10186.5,0.13431,0.1063,0.76029,0.99262,1,0.99477,0.95246,0.34398,0.14653,0.80599,0.0065055,0.0065055,0.0065055
407,10211.3,0.13605,0.10457,0.75562,0.99268,1,0.99473,0.95265,0.34413,0.14627,0.80609,0.00649063,0.00649063,0.00649063
408,10236.2,0.13685,0.10627,0.7565,0.9927,1,0.99477,0.95292,0.34437,0.14597,0.80615,0.00647574,0.00647574,0.00647574
409,10260.9,0.12811,0.10366,0.75898,0.99269,1,0.99477,0.95327,0.34441,0.14591,0.80611,0.00646085,0.00646085,0.00646085
410,10285.7,0.13051,0.10464,0.75767,0.99268,1,0.99473,0.9523,0.34454,0.14683,0.80623,0.00644593,0.00644593,0.00644593
411,10311,0.13154,0.10313,0.75795,0.99257,1,0.99473,0.95322,0.34453,0.14685,0.80623,0.00643101,0.00643101,0.00643101
412,10336.4,0.13445,0.10526,0.75423,0.99254,1,0.99473,0.95395,0.34473,0.14684,0.80629,0.00641607,0.00641607,0.00641607
413,10361.6,0.13649,0.10786,0.75553,0.9924,1,0.99473,0.95403,0.34476,0.14596,0.80626,0.00640111,0.00640111,0.00640111
414,10386.5,0.13205,0.10643,0.76304,0.99239,1,0.99473,0.95372,0.34485,0.14621,0.80627,0.00638615,0.00638615,0.00638615
415,10411.4,0.1325,0.10595,0.75519,0.99251,1,0.99473,0.95334,0.34496,0.1466,0.80627,0.00637116,0.00637116,0.00637116
416,10436.1,0.1287,0.10458,0.7575,0.99262,1,0.99473,0.9519,0.34497,0.14771,0.80631,0.00635617,0.00635617,0.00635617
417,10461,0.13243,0.10719,0.75264,0.99267,1,0.99473,0.95303,0.34486,0.14763,0.80635,0.00634117,0.00634117,0.00634117
418,10485.8,0.13477,0.10653,0.75883,0.99278,1,0.99473,0.95363,0.34518,0.14794,0.80642,0.00632615,0.00632615,0.00632615
419,10510.7,0.1296,0.10412,0.75868,0.9929,1,0.99463,0.95216,0.34527,0.14771,0.8064,0.00631112,0.00631112,0.00631112
420,10535.7,0.13137,0.10611,0.76238,0.99296,1,0.99453,0.95149,0.34545,0.14776,0.80641,0.00629607,0.00629607,0.00629607
421,10561.1,0.13356,0.10762,0.7572,0.99304,1,0.99446,0.95244,0.3458,0.14891,0.8065,0.00628101,0.00628101,0.00628101
422,10586.6,0.13072,0.10523,0.75526,0.99299,1,0.99446,0.9529,0.34591,0.14935,0.80656,0.00626595,0.00626595,0.00626595
423,10611.5,0.1355,0.10585,0.75742,0.99295,1,0.9944,0.95148,0.34568,0.14994,0.80652,0.00625087,0.00625087,0.00625087
424,10636.7,0.13203,0.10601,0.75726,0.99298,1,0.99443,0.95065,0.34565,0.14954,0.80643,0.00623577,0.00623577,0.00623577
425,10661.5,0.12764,0.10328,0.75858,0.99301,1,0.99446,0.95161,0.34577,0.14946,0.80646,0.00622067,0.00622067,0.00622067
426,10686.3,0.1299,0.10255,0.75598,0.99303,1,0.99443,0.95204,0.34587,0.14913,0.80661,0.00620555,0.00620555,0.00620555
427,10711.3,0.13303,0.10571,0.75311,0.99306,1,0.99446,0.95115,0.34579,0.1496,0.80657,0.00619043,0.00619043,0.00619043
428,10736.1,0.13194,0.10545,0.75492,0.9931,1,0.99446,0.95197,0.3459,0.14977,0.80659,0.00617529,0.00617529,0.00617529
429,10760.9,0.13183,0.10765,0.76055,0.99313,1,0.99446,0.95117,0.34578,0.15024,0.80666,0.00616014,0.00616014,0.00616014
430,10786.1,0.12759,0.10536,0.75773,0.99316,1,0.99447,0.95035,0.34586,0.15002,0.80662,0.00614498,0.00614498,0.00614498
431,10811.4,0.13082,0.10851,0.75605,0.99318,1,0.99446,0.95063,0.34599,0.1505,0.8067,0.00612981,0.00612981,0.00612981
432,10836.8,0.12927,0.10385,0.75777,0.99318,1,0.99446,0.95183,0.34573,0.1511,0.80671,0.00611463,0.00611463,0.00611463
433,10861.7,0.12966,0.10504,0.75712,0.99319,1,0.9944,0.95198,0.34581,0.15045,0.80671,0.00609944,0.00609944,0.00609944
434,10886.7,0.12543,0.10119,0.75205,0.99319,1,0.99436,0.95223,0.34586,0.14992,0.80674,0.00608423,0.00608423,0.00608423
435,10911.5,0.12556,0.10128,0.75995,0.9932,1,0.99433,0.95214,0.34602,0.15005,0.80685,0.00606902,0.00606902,0.00606902
436,10936.2,0.13135,0.1085,0.75449,0.9932,1,0.99436,0.95337,0.34612,0.15064,0.80692,0.0060538,0.0060538,0.0060538
437,10961.3,0.12732,0.10454,0.7572,0.9932,1,0.99433,0.95369,0.34612,0.15163,0.80686,0.00603856,0.00603856,0.00603856
438,10986.1,0.13089,0.10617,0.75981,0.9932,1,0.99436,0.95333,0.34623,0.15208,0.80688,0.00602332,0.00602332,0.00602332
439,11010.9,0.13354,0.10803,0.75815,0.99321,1,0.99433,0.95301,0.34623,0.15237,0.8069,0.00600807,0.00600807,0.00600807
440,11036.4,0.13061,0.10558,0.75456,0.99322,1,0.9943,0.95201,0.34583,0.15225,0.8069,0.00599281,0.00599281,0.00599281
441,11061.8,0.13067,0.10581,0.75569,0.99323,1,0.99426,0.95354,0.34582,0.15138,0.80687,0.00597754,0.00597754,0.00597754
442,11087,0.12567,0.10235,0.75413,0.99323,1,0.99423,0.95461,0.34609,0.15167,0.80693,0.00596226,0.00596226,0.00596226
443,11112,0.12867,0.10258,0.749,0.99325,1,0.99423,0.95394,0.34612,0.15194,0.807,0.00594697,0.00594697,0.00594697
444,11136.8,0.12147,0.10131,0.75446,0.99326,1,0.99423,0.95426,0.34615,0.15257,0.80705,0.00593167,0.00593167,0.00593167
445,11161.7,0.12773,0.10313,0.76178,0.99327,1,0.99423,0.95387,0.34614,0.15288,0.80702,0.00591636,0.00591636,0.00591636
446,11186.8,0.12576,0.10162,0.76286,0.99327,1,0.99426,0.95422,0.34619,0.15315,0.80708,0.00590105,0.00590105,0.00590105
447,11211.8,0.1245,0.10027,0.75259,0.99327,1,0.99433,0.95388,0.34638,0.15296,0.80706,0.00588573,0.00588573,0.00588573
448,11236.7,0.12878,0.10399,0.75457,0.99329,1,0.99436,0.95301,0.3465,0.15228,0.80709,0.00587039,0.00587039,0.00587039
449,11261.9,0.12893,0.10353,0.75791,0.99329,1,0.99436,0.95306,0.34669,0.15236,0.80715,0.00585505,0.00585505,0.00585505
450,11287.4,0.12997,0.1042,0.75,0.99328,1,0.99436,0.9533,0.34663,0.15292,0.80723,0.00583971,0.00583971,0.00583971
451,11312.7,0.12569,0.10315,0.75276,0.99328,1,0.9944,0.95343,0.34687,0.15314,0.8073,0.00582435,0.00582435,0.00582435
452,11337.7,0.12414,0.10125,0.75614,0.99328,1,0.99443,0.95265,0.34698,0.15305,0.80726,0.00580899,0.00580899,0.00580899
453,11362.6,0.12495,0.10229,0.75464,0.99328,1,0.99446,0.95339,0.34704,0.15299,0.80733,0.00579362,0.00579362,0.00579362
454,11387.5,0.12753,0.10181,0.75578,0.99325,1,0.99446,0.95396,0.34722,0.15362,0.80734,0.00577824,0.00577824,0.00577824
455,11412.4,0.13343,0.10729,0.7588,0.99325,1,0.99446,0.95427,0.34711,0.15372,0.80727,0.00576285,0.00576285,0.00576285
456,11437.3,0.12482,0.10301,0.75837,0.99322,1,0.99453,0.95345,0.34707,0.15348,0.80725,0.00574746,0.00574746,0.00574746
457,11462.3,0.12847,0.10464,0.75171,0.99319,1,0.9946,0.95352,0.34696,0.15357,0.80713,0.00573206,0.00573206,0.00573206
458,11487.2,0.12466,0.10312,0.75311,0.99317,1,0.99463,0.95383,0.34707,0.15308,0.80725,0.00571666,0.00571666,0.00571666
459,11512.7,0.12834,0.10359,0.75255,0.99314,1,0.99467,0.95313,0.34725,0.15263,0.80729,0.00570124,0.00570124,0.00570124
460,11538.3,0.12865,0.10413,0.75737,0.99314,1,0.9947,0.95404,0.34712,0.15249,0.80734,0.00568582,0.00568582,0.00568582
461,11563.1,0.13076,0.1051,0.75701,0.99312,1,0.99473,0.95465,0.34723,0.1522,0.80737,0.0056704,0.0056704,0.0056704
462,11588.2,0.13083,0.10364,0.7537,0.9931,1,0.99473,0.95358,0.34738,0.15215,0.80733,0.00565497,0.00565497,0.00565497
463,11613.1,0.1275,0.10473,0.75539,0.99308,1,0.99473,0.95468,0.34709,0.15217,0.8073,0.00563953,0.00563953,0.00563953
464,11637.9,0.12399,0.10314,0.75783,0.99306,1,0.99473,0.9542,0.34708,0.15266,0.80732,0.00562409,0.00562409,0.00562409
465,11662.8,0.12717,0.10306,0.75635,0.99305,1,0.99473,0.95422,0.34723,0.15284,0.80735,0.00560864,0.00560864,0.00560864
466,11687.7,0.12865,0.10266,0.75705,0.99303,1,0.99473,0.95373,0.3472,0.15309,0.80734,0.00559318,0.00559318,0.00559318
467,11712.7,0.12267,0.10144,0.75504,0.99302,1,0.99473,0.9543,0.34715,0.15356,0.80732,0.00557773,0.00557773,0.00557773
468,11737.8,0.12634,0.10052,0.75963,0.99302,1,0.99473,0.95404,0.34719,0.15346,0.80729,0.00556226,0.00556226,0.00556226
469,11763.3,0.12561,0.09905,0.76005,0.99302,1,0.99473,0.95296,0.34729,0.15431,0.80731,0.00554679,0.00554679,0.00554679
470,11788.6,0.12588,0.10094,0.75744,0.99302,1,0.99473,0.95348,0.34744,0.15368,0.80735,0.00553132,0.00553132,0.00553132
471,11813.6,0.12374,0.09885,0.75624,0.99303,1,0.99473,0.9536,0.34757,0.15395,0.80736,0.00551584,0.00551584,0.00551584
472,11838.8,0.12693,0.10052,0.75638,0.99326,1,0.99473,0.95394,0.34745,0.15423,0.8074,0.00550035,0.00550035,0.00550035
473,11863.7,0.12392,0.09899,0.75623,0.99326,1,0.99473,0.95364,0.34787,0.15409,0.80746,0.00548486,0.00548486,0.00548486
474,11888.5,0.12783,0.10158,0.75586,0.99326,1,0.99473,0.9536,0.34783,0.15418,0.80751,0.00546937,0.00546937,0.00546937
475,11913.4,0.12333,0.09969,0.75566,0.99325,1,0.99473,0.9545,0.34784,0.15427,0.80746,0.00545387,0.00545387,0.00545387
476,11938.4,0.12586,0.10068,0.7517,0.99326,1,0.99473,0.95469,0.34774,0.15435,0.80744,0.00543837,0.00543837,0.00543837
477,11963.2,0.12274,0.09861,0.7552,0.99328,1,0.99473,0.95482,0.34759,0.15423,0.8074,0.00542287,0.00542287,0.00542287
478,11988.5,0.12327,0.09948,0.75896,0.9933,1,0.99473,0.9546,0.34773,0.15389,0.80738,0.00540736,0.00540736,0.00540736
479,12014.1,0.12006,0.09769,0.75894,0.99332,1,0.99473,0.9546,0.34754,0.15416,0.80726,0.00539185,0.00539185,0.00539185
480,12039.2,0.1235,0.09923,0.75238,0.99334,1,0.99473,0.95454,0.34753,0.15443,0.80716,0.00537633,0.00537633,0.00537633
481,12064.3,0.12661,0.09978,0.75801,0.99335,1,0.99473,0.95368,0.34751,0.15485,0.8072,0.00536081,0.00536081,0.00536081
482,12089.2,0.12274,0.09901,0.7512,0.99336,1,0.99473,0.95412,0.34759,0.15423,0.80722,0.00534529,0.00534529,0.00534529
483,12114.1,0.12489,0.09891,0.75496,0.99338,1,0.99473,0.95438,0.34749,0.15402,0.80727,0.00532977,0.00532977,0.00532977
484,12139.1,0.13047,0.10185,0.75722,0.99365,1,0.99473,0.95247,0.34745,0.15381,0.8072,0.00531424,0.00531424,0.00531424
485,12164.1,0.129,0.101,0.75581,0.99405,1,0.99473,0.95276,0.3473,0.15332,0.80713,0.00529871,0.00529871,0.00529871
486,12189,0.13332,0.10332,0.75209,0.99428,1,0.99473,0.95255,0.34734,0.15322,0.80713,0.00528318,0.00528318,0.00528318
487,12214.1,0.12564,0.09891,0.75595,0.99458,1,0.99473,0.95287,0.3474,0.15342,0.80712,0.00526764,0.00526764,0.00526764
488,12239.5,0.12254,0.09996,0.75751,0.99455,1,0.99473,0.95248,0.34725,0.15358,0.80708,0.00525211,0.00525211,0.00525211
489,12265.1,0.12552,0.10094,0.75842,0.99455,1,0.99473,0.95195,0.34723,0.15325,0.80709,0.00523657,0.00523657,0.00523657
490,12290.1,0.12159,0.09838,0.75264,0.99409,1,0.99473,0.95195,0.34725,0.15303,0.80707,0.00522103,0.00522103,0.00522103
491,12315.3,0.1262,0.10218,0.76021,0.99426,1,0.99473,0.95199,0.3471,0.15383,0.80711,0.00520548,0.00520548,0.00520548
492,12340.1,0.12279,0.10077,0.76285,0.99414,1,0.99473,0.9519,0.34708,0.15367,0.80709,0.00518994,0.00518994,0.00518994
493,12365,0.12281,0.1011,0.75704,0.9943,1,0.99473,0.95257,0.34706,0.15354,0.80714,0.00517439,0.00517439,0.00517439
494,12390,0.12367,0.09979,0.75929,0.99458,1,0.99473,0.95177,0.3471,0.15413,0.80713,0.00515885,0.00515885,0.00515885
495,12415,0.12499,0.10169,0.75631,0.99458,1,0.99473,0.9522,0.3469,0.15368,0.80711,0.0051433,0.0051433,0.0051433
496,12440,0.1242,0.09913,0.75302,0.99475,1,0.99473,0.95212,0.347,0.15379,0.80704,0.00512775,0.00512775,0.00512775
497,12465.4,0.12757,0.10509,0.75499,0.99514,1,0.99473,0.95232,0.34684,0.15431,0.80703,0.0051122,0.0051122,0.0051122
498,12490.7,0.11958,0.09998,0.75737,0.99565,1,0.99473,0.95393,0.347,0.15371,0.80706,0.00509665,0.00509665,0.00509665
499,12515.9,0.12076,0.1006,0.76013,0.99617,1,0.99473,0.95304,0.34695,0.15326,0.80707,0.0050811,0.0050811,0.0050811
500,12541.1,0.13338,0.10733,0.76259,0.99318,1,0.99473,0.95331,0.34696,0.15399,0.80709,0.00506555,0.00506555,0.00506555
501,12566.3,0.12357,0.10043,0.75153,0.99318,1,0.99473,0.95269,0.34678,0.15328,0.80706,0.00505,0.00505,0.00505
502,12591.2,0.12561,0.10043,0.75092,0.99318,1,0.99473,0.95273,0.34681,0.15361,0.80705,0.00503445,0.00503445,0.00503445
503,12616.2,0.12221,0.09967,0.75802,0.99319,1,0.99473,0.95274,0.34696,0.15354,0.80702,0.0050189,0.0050189,0.0050189
504,12641.1,0.13138,0.10462,0.76211,0.99319,1,0.99473,0.95259,0.34693,0.15361,0.80706,0.00500335,0.00500335,0.00500335
505,12666.1,0.12638,0.10185,0.75935,0.99318,1,0.99473,0.95169,0.34685,0.15327,0.80706,0.0049878,0.0049878,0.0049878
506,12691.2,0.1256,0.10148,0.75332,0.99319,1,0.99473,0.95276,0.34683,0.1531,0.80707,0.00497225,0.00497225,0.00497225
507,12716.6,0.12182,0.09902,0.75471,0.99316,1,0.99473,0.95249,0.34704,0.15349,0.80716,0.0049567,0.0049567,0.0049567
508,12742,0.12695,0.10396,0.75575,0.99316,1,0.99473,0.95218,0.34708,0.15377,0.80715,0.00494115,0.00494115,0.00494115
509,12767.2,0.12803,0.10397,0.76129,0.99317,1,0.99473,0.95267,0.34705,0.15382,0.80714,0.00492561,0.00492561,0.00492561
510,12792.3,0.11927,0.09851,0.75605,0.99317,1,0.99473,0.95301,0.34701,0.15372,0.80715,0.00491006,0.00491006,0.00491006
511,12817,0.12309,0.09955,0.75224,0.99317,1,0.99473,0.95245,0.34697,0.15382,0.80712,0.00489452,0.00489452,0.00489452
512,12841.8,0.12386,0.10039,0.75752,0.99317,1,0.99473,0.95339,0.34717,0.15389,0.80714,0.00487897,0.00487897,0.00487897
513,12866.6,0.12291,0.09829,0.75663,0.99317,1,0.99473,0.95384,0.34704,0.1539,0.8071,0.00486343,0.00486343,0.00486343
514,12891.6,0.11714,0.09576,0.75484,0.99317,1,0.99473,0.95261,0.34714,0.15369,0.80712,0.00484789,0.00484789,0.00484789
515,12916.7,0.11415,0.09394,0.75621,0.99317,1,0.99473,0.95268,0.34718,0.1536,0.80711,0.00483236,0.00483236,0.00483236
516,12941.6,0.11553,0.09477,0.7549,0.99317,1,0.99477,0.95264,0.34722,0.15347,0.80706,0.00481682,0.00481682,0.00481682
517,12966.5,0.11798,0.09727,0.75113,0.99317,1,0.99473,0.95268,0.34708,0.15372,0.80708,0.00480129,0.00480129,0.00480129
518,12991.3,0.12323,0.10157,0.75946,0.99317,1,0.99473,0.95217,0.34712,0.15406,0.80709,0.00478576,0.00478576,0.00478576
519,13016.2,0.12405,0.09974,0.75523,0.99317,1,0.99473,0.95317,0.34711,0.15394,0.80705,0.00477023,0.00477023,0.00477023
520,13041.1,0.11787,0.09909,0.75624,0.99317,1,0.99477,0.95341,0.3472,0.15371,0.80704,0.00475471,0.00475471,0.00475471
521,13065.9,0.12,0.10084,0.75928,0.99317,1,0.99477,0.95323,0.34714,0.15351,0.80707,0.00473919,0.00473919,0.00473919
522,13091,0.11568,0.09595,0.75712,0.99317,1,0.99477,0.95307,0.34717,0.15352,0.80707,0.00472367,0.00472367,0.00472367
523,13116.1,0.11913,0.09823,0.75617,0.99317,1,0.99477,0.9537,0.34722,0.15377,0.80705,0.00470815,0.00470815,0.00470815
524,13141.1,0.12111,0.0989,0.7557,0.99317,1,0.99477,0.95301,0.34724,0.1539,0.80705,0.00469264,0.00469264,0.00469264
525,13166.2,0.11456,0.09462,0.75873,0.99318,1,0.99477,0.95217,0.34724,0.15438,0.80698,0.00467713,0.00467713,0.00467713
526,13191.4,0.11664,0.09559,0.75859,0.99317,1,0.99477,0.95171,0.34722,0.15416,0.80702,0.00466163,0.00466163,0.00466163
527,13216.5,0.11748,0.09778,0.75688,0.99317,1,0.99477,0.95182,0.34745,0.15455,0.80704,0.00464613,0.00464613,0.00464613
528,13241.3,0.11277,0.09333,0.75627,0.99317,1,0.99477,0.95202,0.34742,0.15552,0.80701,0.00463063,0.00463063,0.00463063
529,13266.4,0.1136,0.093,0.75294,0.99318,1,0.99477,0.95221,0.34732,0.15554,0.80701,0.00461514,0.00461514,0.00461514
530,13291.5,0.1166,0.09464,0.75492,0.99318,1,0.99477,0.953,0.34745,0.15602,0.80703,0.00459965,0.00459965,0.00459965
531,13316.6,0.11548,0.09353,0.75333,0.99318,1,0.99477,0.95237,0.34756,0.15596,0.80702,0.00458416,0.00458416,0.00458416
532,13342.1,0.11094,0.09115,0.75916,0.99318,1,0.99477,0.95254,0.34764,0.1565,0.80705,0.00456868,0.00456868,0.00456868
533,13366.9,0.11539,0.09413,0.75251,0.99318,1,0.99477,0.95278,0.34773,0.15707,0.80708,0.00455321,0.00455321,0.00455321
534,13391.9,0.1162,0.09442,0.75786,0.99318,1,0.99477,0.95353,0.34763,0.15702,0.80706,0.00453774,0.00453774,0.00453774
535,13416.9,0.11526,0.09388,0.75645,0.99318,1,0.99477,0.95335,0.34763,0.15729,0.80703,0.00452227,0.00452227,0.00452227
536,13442.3,0.11526,0.0951,0.75454,0.99318,1,0.99477,0.95338,0.34757,0.15797,0.80706,0.00450682,0.00450682,0.00450682
537,13467.3,0.11443,0.09253,0.7567,0.99318,1,0.99477,0.95359,0.34748,0.1576,0.80702,0.00449136,0.00449136,0.00449136
538,13492.3,0.11681,0.09573,0.75753,0.99318,1,0.99477,0.95356,0.3476,0.15749,0.80699,0.00447591,0.00447591,0.00447591
539,13517.1,0.11588,0.09421,0.7608,0.99318,1,0.99477,0.95335,0.34753,0.1579,0.80697,0.00446047,0.00446047,0.00446047
540,13541.9,0.11752,0.09563,0.75209,0.99318,1,0.99477,0.95376,0.34741,0.1578,0.80689,0.00444503,0.00444503,0.00444503
541,13566.9,0.11422,0.0934,0.75608,0.99318,1,0.99477,0.95285,0.34754,0.15748,0.80692,0.0044296,0.0044296,0.0044296
542,13592.1,0.11352,0.0929,0.75526,0.99318,1,0.99477,0.95481,0.3474,0.15714,0.80696,0.00441418,0.00441418,0.00441418
543,13616.9,0.11476,0.09153,0.7532,0.99318,1,0.99477,0.95357,0.34755,0.1574,0.80701,0.00439876,0.00439876,0.00439876
544,13642,0.11899,0.09562,0.75517,0.99318,1,0.99477,0.95365,0.34746,0.15666,0.80697,0.00438334,0.00438334,0.00438334
545,13667.1,0.11348,0.09182,0.75774,0.99318,1,0.99477,0.95391,0.34745,0.15652,0.80699,0.00436794,0.00436794,0.00436794
546,13692.3,0.11328,0.09228,0.7529,0.99319,1,0.99477,0.95422,0.34761,0.15651,0.807,0.00435254,0.00435254,0.00435254
547,13717.3,0.11856,0.09582,0.7563,0.99319,1,0.99477,0.95357,0.34761,0.15627,0.80701,0.00433715,0.00433715,0.00433715
548,13742.4,0.11947,0.09551,0.75749,0.99319,1,0.99477,0.95397,0.34777,0.15594,0.80703,0.00432176,0.00432176,0.00432176
549,13767.3,0.11854,0.09735,0.75552,0.99319,1,0.99477,0.95439,0.34768,0.15593,0.80705,0.00430638,0.00430638,0.00430638
550,13792.3,0.11508,0.09379,0.75272,0.99319,1,0.99477,0.9548,0.34787,0.15689,0.80716,0.00429101,0.00429101,0.00429101
551,13817.3,0.12361,0.09755,0.75762,0.99319,1,0.99477,0.9551,0.34784,0.15647,0.8072,0.00427565,0.00427565,0.00427565
552,13842.2,0.12104,0.10006,0.74982,0.99319,1,0.99477,0.95548,0.34772,0.15666,0.80727,0.00426029,0.00426029,0.00426029
553,13867.3,0.12,0.09661,0.7531,0.99319,1,0.99477,0.95597,0.34772,0.157,0.80727,0.00424495,0.00424495,0.00424495
554,13892.5,0.12509,0.10185,0.75636,0.99319,1,0.99477,0.95516,0.34786,0.15667,0.80729,0.00422961,0.00422961,0.00422961
555,13917.3,0.12983,0.10416,0.75441,0.99319,1,0.99477,0.95468,0.34771,0.15657,0.8073,0.00421427,0.00421427,0.00421427
556,13942.4,0.12106,0.09827,0.75432,0.99319,1,0.99477,0.95393,0.34763,0.15632,0.80729,0.00419895,0.00419895,0.00419895
557,13967.3,0.12468,0.09809,0.76039,0.99319,1,0.99477,0.95291,0.34769,0.15573,0.80733,0.00418364,0.00418364,0.00418364
558,13992.3,0.1244,0.10153,0.76009,0.99319,1,0.99477,0.95271,0.34769,0.15599,0.80729,0.00416833,0.00416833,0.00416833
559,14017.4,0.12637,0.10034,0.75549,0.9932,1,0.99477,0.95323,0.34765,0.15563,0.80731,0.00415303,0.00415303,0.00415303
560,14042.3,0.12944,0.10143,0.75943,0.9932,1,0.99477,0.9536,0.34776,0.1552,0.80727,0.00413774,0.00413774,0.00413774
561,14067.1,0.13332,0.10503,0.7574,0.9932,1,0.99477,0.95304,0.34794,0.15521,0.80733,0.00412246,0.00412246,0.00412246
562,14091.9,0.12489,0.09898,0.75947,0.9932,1,0.99477,0.95344,0.34773,0.15486,0.8073,0.00410719,0.00410719,0.00410719
563,14116.9,0.1266,0.10219,0.7598,0.9932,1,0.99477,0.95381,0.3479,0.15531,0.80737,0.00409193,0.00409193,0.00409193
564,14142.1,0.13458,0.10363,0.75689,0.9932,1,0.99477,0.95606,0.3477,0.15526,0.80741,0.00407668,0.00407668,0.00407668
565,14167.1,0.12726,0.10477,0.7526,0.9932,1,0.99477,0.9561,0.34768,0.15492,0.80737,0.00406144,0.00406144,0.00406144
566,14192.2,0.12232,0.09734,0.76003,0.9932,1,0.99477,0.95554,0.34781,0.1556,0.80741,0.0040462,0.0040462,0.0040462
567,14217.1,0.12075,0.09782,0.75688,0.9932,1,0.99477,0.95511,0.34788,0.15546,0.8074,0.00403098,0.00403098,0.00403098
568,14242,0.12019,0.09623,0.7566,0.9932,1,0.99477,0.95595,0.34783,0.15591,0.80745,0.00401577,0.00401577,0.00401577
569,14267,0.12491,0.101,0.75056,0.9932,1,0.99477,0.95557,0.34785,0.15654,0.80751,0.00400056,0.00400056,0.00400056
570,14291.8,0.1237,0.09952,0.75745,0.9932,1,0.99477,0.95561,0.34794,0.15623,0.80757,0.00398537,0.00398537,0.00398537
571,14316.7,0.11861,0.09626,0.75327,0.9932,1,0.99477,0.95546,0.34814,0.15671,0.80761,0.00397019,0.00397019,0.00397019
